"lemma","part_of_speech","dle_lemma","dle_url","is_model_verb","model_verbs"
"patente","sustantivo","patente","https://dle.rae.es/patente#S8Yrdza","",""
"injusto","adjetivo","injusto","https://dle.rae.es/injusto#LdRAP4Y","",""
"retratar","verbo","retratar","https://dle.rae.es/retratar#WJxuerO","0",""
"saldo","sustantivo","saldo","https://dle.rae.es/saldo#X2LiWbe","",""
"fallecimiento","sustantivo","fallecimiento","https://dle.rae.es/fallecimiento#HXyGt72","",""
"visto","adjetivo","visto","https://dle.rae.es/visto#bw2em88","",""
"arreglo","sustantivo","arreglo","https://dle.rae.es/arreglo#3iEfcKG","",""
"saga","sustantivo","saga","https://dle.rae.es/saga#WymaonJ","",""
"recesión","sustantivo","recesión","https://dle.rae.es/recesi%C3%B3n#VPqn9co","",""
"iberoamericano","adjetivo","iberoamericano","https://dle.rae.es/iberoamericano#KrlClNl","",""
"amistoso","adjetivo","amistoso","https://dle.rae.es/amistoso#2MteLWd","",""
"tortura","sustantivo","tortura","https://dle.rae.es/tortura#a8nffZp","",""
"genio","sustantivo","genio","https://dle.rae.es/genio#J4rRA3C","",""
"suministrar","verbo","suministrar","https://dle.rae.es/suministrar#YhZ89rx","0",""
"ficha","sustantivo","ficha","https://dle.rae.es/ficha#HqtY6oE","",""
"pulgada","sustantivo","pulgada","https://dle.rae.es/pulgada#UcFC27h","",""
"divertir","verbo","divertir","https://dle.rae.es/divertir#E0vR51X","0","sentir"
"farmacia","sustantivo","farmacia","https://dle.rae.es/farmacia#HdI1KbN","",""
"adversario","sustantivo","adversario","https://dle.rae.es/adversario#0sZypir","",""
"inmobiliario","adjetivo","inmobiliario","https://dle.rae.es/inmobiliario#LestGHS","",""
"iraquí","adjetivo","iraquí","https://dle.rae.es/iraqu%C3%AD#M64lv0X","",""
"nervio","sustantivo","nervio","https://dle.rae.es/nervio#QQSKEj9","",""
"costoso","adjetivo","costoso","https://dle.rae.es/costoso#B7UHPqF","",""
"ochenta","sustantivo","ochenta","https://dle.rae.es/ochenta#QrdmFgz","",""
"botón","sustantivo","botón","https://dle.rae.es/bot%C3%B3n#5zk0lxd","",""
"armonía","sustantivo","armonía","https://dle.rae.es/armon%C3%ADa#3bXmVta","",""
"verdaderamente","adverbio","verdaderamente","https://dle.rae.es/verdaderamente#bbdLCh1","",""
"soltar","verbo","soltar","https://dle.rae.es/soltar#YJIP8Pu","0","contar"
"desayuno","sustantivo","desayuno","https://dle.rae.es/desayuno#CX2viJT","",""
"noción","sustantivo","noción","https://dle.rae.es/noci%C3%B3n#QYSWGfU","",""
"vacunar","verbo","vacunar","https://dle.rae.es/vacunar#bF4Dg4X","0",""
"costero","adjetivo","costero","https://dle.rae.es/costero#B74JZ6r","",""
"ojalá","interjección","ojalá","https://dle.rae.es/ojal%C3%A1#QxGRTE0","",""
"casco","sustantivo","casco","https://dle.rae.es/casco#7nhdI1F","",""
"misa","sustantivo","misa","https://dle.rae.es/misa#PNZIW9X","",""
"hígado","sustantivo","hígado","https://dle.rae.es/h%C3%ADgado#KNFAtBx","",""
"dos","sustantivo","dos","https://dle.rae.es/dos#EA0Jc84","",""
"animación","sustantivo","animación","https://dle.rae.es/animaci%C3%B3n#2grQIYP","",""
"vidrio","sustantivo","vidrio","https://dle.rae.es/vidrio#bn6yPzk","",""
"saber","sustantivo","saber","https://dle.rae.es/saber#WswcTXr","",""
"dado","adjetivo","dado","https://dle.rae.es/dado#BpCmlCS","",""
"razonable","adjetivo","razonable","https://dle.rae.es/razonable#VFcTQdk","",""
"poblar","verbo","poblar","https://dle.rae.es/poblar#TSQdXko","0","contar"
"retornar","verbo","retornar","https://dle.rae.es/retornar#WIYxBFa","0",""
"pisar","verbo","pisar","https://dle.rae.es/pisar#TC7IycY","0",""
"filosófico","adjetivo","filosófico","https://dle.rae.es/filos%C3%B3fico#HwKrl6N","",""
"líquido","adjetivo","líquido","https://dle.rae.es/l%C3%ADquido#NPFPAGl","",""
"sexualidad","sustantivo","sexualidad","https://dle.rae.es/sexualidad#XlsxvTJ","",""
"víspera","sustantivo","víspera","https://dle.rae.es/v%C3%ADspera#bvujiFR","",""
"semanal","adjetivo","semanal","https://dle.rae.es/semanal#XVB1j6j","",""
"predecir","verbo","predecir","https://dle.rae.es/predecir#TxGD9Hv","1",""
"selva","sustantivo","selva","https://dle.rae.es/selva#XUunklu","",""
"premisa","sustantivo","premisa","https://dle.rae.es/premiso#U1eNA1I","",""
"manzana","sustantivo","manzana","https://dle.rae.es/manzana#OItjStD","",""
"voluntario","sustantivo","voluntario","https://dle.rae.es/voluntario#c2k2usd","",""
"prevalencia","sustantivo","prevalencia","https://dle.rae.es/prevalencia#U8xd4iz","",""
"divisa","sustantivo","divisa","https://dle.rae.es/divisa#E1DQbbW","",""
"arriesgar","verbo","arriesgar","https://dle.rae.es/arriesgar#3kqQtSy","0",""
"frustración","sustantivo","frustración","https://dle.rae.es/frustraci%C3%B3n#IXLpHRu","",""
"postular","verbo","postular","https://dle.rae.es/postular#Tqj4Rok","0",""
"infinito","adjetivo","infinito","https://dle.rae.es/infinito#LWs5qiN","",""
"inducir","verbo","inducir","https://dle.rae.es/inducir#LRVtrWa","0","conducir"
"plano","adjetivo","plano","https://dle.rae.es/plano#TKFR668","",""
"cumpleaños","sustantivo","cumpleaños","https://dle.rae.es/cumplea%C3%B1os#BfoN0rJ","",""
"acotar","verbo","acotar","https://dle.rae.es/acotar#0aIDyzR","0",""
"vulnerabilidad","sustantivo","vulnerabilidad","https://dle.rae.es/vulnerabilidad#c5bTfNr","",""
"lamentablemente","adverbio","lamentablemente","https://dle.rae.es/lamentablemente#Mq2wf1k","",""
"nariz","sustantivo","nariz","https://dle.rae.es/nariz#QGaFc8f","",""
"tapar","verbo","tapar","https://dle.rae.es/tapar#Z7AurIs","0",""
"ranking","sustantivo","ranking","https://dle.rae.es/ranking#V87j0Az","",""
"autobús","sustantivo","autobús","https://dle.rae.es/autob%C3%BAs#4RA0JzM","",""
"sistemático","adjetivo","sistemático","https://dle.rae.es/sistem%C3%A1tico#Y2DZ4zj","",""
"ambición","sustantivo","ambición","https://dle.rae.es/ambici%C3%B3n#2HURzwq","",""
"carnaval","sustantivo","carnaval","https://dle.rae.es/carnaval#7bcNniL","",""
"contrastar","verbo","contrastar","https://dle.rae.es/contrastar#Ad9qk2K","0",""
"pretensión","sustantivo","pretensión","https://dle.rae.es/pretensi%C3%B3n#U89TtT1","",""
"pájaro","sustantivo","pájaro","https://dle.rae.es/p%C3%A1jaro#RTabDql","",""
"e","sustantivo","e","https://dle.rae.es/e#EIVnk2C","",""
"personalmente","adverbio","personalmente","https://dle.rae.es/personalmente#SjizqQY","",""
"ampliamente","adverbio","ampliamente","https://dle.rae.es/ampliamente#2Rhm96G","",""
"coste","sustantivo","coste","https://dle.rae.es/coste#B6pVRFl","",""
"naranja","sustantivo","naranja","https://dle.rae.es/naranja#QEs8tdX","",""
"canadiense","adjetivo","canadiense","https://dle.rae.es/canadiense#721MavX","",""
"alojar","verbo","alojar","https://dle.rae.es/alojar#23Sn9bH","0",""
"socioeconómico","adjetivo","socioeconómico","https://dle.rae.es/socioecon%C3%B3mico#YCJT7z0","",""
"minimizar","verbo","minimizar","https://dle.rae.es/minimizar#PJg2qlM","0",""
"tenista","sustantivo","tenista","https://dle.rae.es/tenista#ZTQQ6aq","",""
"comisario","sustantivo","comisario","https://dle.rae.es/comisario#9wkfiEz","",""
"ilícito","adjetivo","ilícito","https://dle.rae.es/il%C3%ADcito#KyJLzUc","",""
"reportaje","sustantivo","reportaje","https://dle.rae.es/reportaje#W3Fk257","",""
"marketing","sustantivo","marketing","https://dle.rae.es/marketing#ORrX73t","",""
"rondar","verbo","rondar","https://dle.rae.es/rondar#WgTJ3l5","0",""
"exilio","sustantivo","exilio","https://dle.rae.es/exilio#HFYHEfV","",""
"presumir","verbo","presumir","https://dle.rae.es/presumir#U7YygFe","0",""
"generalizar","verbo","generalizar","https://dle.rae.es/generalizar#J3yUWHw","0",""
"túnel","sustantivo","túnel","https://dle.rae.es/t%C3%BAnel#auzCOFy","",""
"auge","sustantivo","auge","https://dle.rae.es/auge#4NgWMUH","",""
"recurrente","adjetivo","recurrente","https://dle.rae.es/recurrente#VXdBgGD","",""
"sofisticado","adjetivo","sofisticado","https://dle.rae.es/sofisticado#YDw07ri","",""
"madurez","sustantivo","madurez","https://dle.rae.es/madurez#NrIIJbt","",""
"cooperativa","sustantivo","cooperativa","https://dle.rae.es/cooperativo#AigzAPz","",""
"maravilla","sustantivo","maravilla","https://dle.rae.es/maravilla#OMF3oTt","",""
"trofeo","sustantivo","trofeo","https://dle.rae.es/trofeo#akiayyR","",""
"contactar","verbo","contactar","https://dle.rae.es/contactar#ATUfMMu","0",""
"estadístico","adjetivo","estadístico","https://dle.rae.es/estad%C3%ADstico#GjpDTiC","",""
"plenamente","adverbio","plenamente","https://dle.rae.es/plenamente#TP9ELBL","",""
"humilde","adjetivo","humilde","https://dle.rae.es/humilde#KopRiIs","",""
"boda","sustantivo","boda","https://dle.rae.es/boda#5jssXib","",""
"vinculación","sustantivo","vinculación","https://dle.rae.es/vinculaci%C3%B3n#bqNMSmB","",""
"certificado","sustantivo","certificado","https://dle.rae.es/certificado#8OSwLec","",""
"contaminar","verbo","contaminar","https://dle.rae.es/contaminar#AU1m1dd","0",""
"catástrofe","sustantivo","catástrofe","https://dle.rae.es/cat%C3%A1strofe#7vIzqmP","",""
"guionista","sustantivo","guionista","https://dle.rae.es/guionista#Jr4HOkj","",""
"ballet","sustantivo","ballet","https://dle.rae.es/ballet#4uRUsdR","",""
"gratis","adverbio","gratis","https://dle.rae.es/gratis#JVBxDK7","",""
"hundir","verbo","hundir","https://dle.rae.es/hundir#KpjmsPh","0",""
"credibilidad","sustantivo","credibilidad","https://dle.rae.es/credibilidad#BDZXFBi","",""
"derivado","adjetivo","derivado","https://dle.rae.es/derivado#CHGoR0x","",""
"velar","verbo","velar","https://dle.rae.es/velar#bTFZNAf","0",""
"frustrar","verbo","frustrar","https://dle.rae.es/frustrar#IXNBGPl","0",""
"crudo","adjetivo","crudo","https://dle.rae.es/crudo#BNYN33A","",""
"integridad","sustantivo","integridad","https://dle.rae.es/integridad#LqKu5NS","",""
"coronar","verbo","coronar","https://dle.rae.es/coronar#AvTPmt0","0",""
"higiene","sustantivo","higiene","https://dle.rae.es/higiene#KNL4lwt","",""
"aliviar","verbo","aliviar","https://dle.rae.es/aliviar#1tmQDfz","0","anunciar"
"reafirmar","verbo","reafirmar","https://dle.rae.es/reafirmar#VGhb206","0",""
"concentrado","adjetivo","concentrado","https://dle.rae.es/concentrado#A6xkBgp","",""
"cursar","verbo","cursar","https://dle.rae.es/cursar#BkVfcnB","0",""
"nutricional","adjetivo","nutricional","https://dle.rae.es/nutricional#QjY4dZZ","",""
"desviar","verbo","desviar","https://dle.rae.es/desviar#DYVEYmC","0","enviar"
"legislatura","sustantivo","legislatura","https://dle.rae.es/legislatura#N4k8isQ","",""
"moral","sustantivo","moral","https://dle.rae.es/moral#Pm2wZfs","",""
"magnético","adjetivo","magnético","https://dle.rae.es/magn%C3%A9tico#NtUVGkP","",""
"imitar","verbo","imitar","https://dle.rae.es/imitar#L1K5UTb","0",""
"cabello","sustantivo","cabello","https://dle.rae.es/cabello#6PpFZDJ","",""
"interactuar","verbo","interactuar","https://dle.rae.es/interactuar#LsIejDw","0","actuar"
"verbal","adjetivo","verbal","https://dle.rae.es/verbal#bazFRtf","",""
"goleador","sustantivo","goleador","https://dle.rae.es/goleador#JIHkuVX","",""
"ocurrido","adjetivo","ocurrido","https://dle.rae.es/ocurrido#Qu8P1gp","",""
"mutuo","adjetivo","mutuo","https://dle.rae.es/mutuo#QAfOzCh","",""
"encontrado","adjetivo","encontrado","https://dle.rae.es/encontrado#F91hgek","",""
"vergüenza","sustantivo","vergüenza","https://dle.rae.es/verg%C3%BCenza#be2F2r6","",""
"aparente","adjetivo","aparente","https://dle.rae.es/aparente#35advYT","",""
"divino","adjetivo","divino","https://dle.rae.es/divino#E1CiSuI","",""
"implicación","sustantivo","implicación","https://dle.rae.es/implicaci%C3%B3n#L4esMbv","",""
"debilitar","verbo","debilitar","https://dle.rae.es/debilitar#BuHnAth","0",""
"inmigración","sustantivo","inmigración","https://dle.rae.es/inmigraci%C3%B3n#LeZM4Ra","",""
"vertical","adjetivo","vertical","https://dle.rae.es/vertical#bgXJQGV","",""
"detallado","adjetivo","detallado","https://dle.rae.es/detallado#DZPKWjP","",""
"s","sustantivo","s","https://dle.rae.es/s#Wrru2tK","",""
"nostalgia","sustantivo","nostalgia","https://dle.rae.es/nostalgia#QdfICDo","",""
"harina","sustantivo","harina","https://dle.rae.es/harina#K1aZFuc","",""
"continental","adjetivo","continental","https://dle.rae.es/continental#AVQbqi8","",""
"circo","sustantivo","circo","https://dle.rae.es/circo#9JFwbRw","",""
"pescador","sustantivo","pescador","https://dle.rae.es/pescador#SmRJNbB","",""
"grande","sustantivo","grande","https://dle.rae.es/grande#JSEI1iN","",""
"fracasar","verbo","fracasar","https://dle.rae.es/fracasar#ILwnQUD","0",""
"gimnasio","sustantivo","gimnasio","https://dle.rae.es/gimnasio#JC0mqyW","",""
"estatua","sustantivo","estatua","https://dle.rae.es/estatua#GnwW8az","",""
"montón","sustantivo","montón","https://dle.rae.es/mont%C3%B3n#PkZlcXO","",""
"sobrepeso","sustantivo","sobrepeso","https://dle.rae.es/sobrepeso#Y8u4Iny","",""
"laguna","sustantivo","laguna","https://dle.rae.es/laguna#MoKYlPi","",""
"polo","sustantivo","polo","https://dle.rae.es/polo#TbC9YCt","",""
"compatible","adjetivo","compatible","https://dle.rae.es/compatible#A06b0Ud","",""
"hispano","adjetivo","hispano","https://dle.rae.es/hispano#KW1s7dJ","",""
"académico","sustantivo","académico","https://dle.rae.es/acad%C3%A9mico#0Fp3xyj","",""
"felicitar","verbo","felicitar","https://dle.rae.es/felicitar#Hj56aRh","0",""
"rosa","sustantivo","rosa","https://dle.rae.es/rosa#WiDY32j","",""
"arquero","sustantivo","arquero","https://dle.rae.es/arquero#3deyXim","",""
"emerger","verbo","emerger","https://dle.rae.es/emerger#EicmQsD","0",""
"artesanal","adjetivo","artesanal","https://dle.rae.es/artesanal#3qkNd7e","",""
"postre","sustantivo","postre","https://dle.rae.es/postre#TqIRSBE","",""
"equidad","sustantivo","equidad","https://dle.rae.es/equidad#FzCUhhq","",""
"boliviano","adjetivo","boliviano","https://dle.rae.es/boliviano#5oESLbe","",""
"presupuestario","adjetivo","presupuestario","https://dle.rae.es/presupuestario#U7q7oIq","",""
"articulación","sustantivo","articulación","https://dle.rae.es/articulaci%C3%B3n#3qzxRki","",""
"alentar","verbo","alentar","https://dle.rae.es/alentar#1i8jk2G","0","acertar"
"desencadenar","verbo","desencadenar","https://dle.rae.es/desencadenar#Cr9yv25","0",""
"fortalecimiento","sustantivo","fortalecimiento","https://dle.rae.es/fortalecimiento#IH22baq","",""
"heredero","sustantivo","heredero","https://dle.rae.es/heredero#KCHdnMf","",""
"extremadamente","adverbio","extremadamente","https://dle.rae.es/extremadamente#HPqeSAg","",""
"coincidencia","sustantivo","coincidencia","https://dle.rae.es/coincidencia#9hn5XlL","",""
"millonario","adjetivo","millonario","https://dle.rae.es/millonario#PGE5L0q","",""
"molecular","adjetivo","molecular","https://dle.rae.es/molecular#PYlXmp5","",""
"pertenencia","sustantivo","pertenencia","https://dle.rae.es/pertenencia#SkSlUnK","",""
"decretar","verbo","decretar","https://dle.rae.es/decretar#BzV0z93","0",""
"racional","adjetivo","racional","https://dle.rae.es/racional#V0KlRrS","",""
"gigantesco","adjetivo","gigantesco","https://dle.rae.es/gigantesco#JBHDdUJ","",""
"hongo","sustantivo","hongo","https://dle.rae.es/hongo#Kd9rmFV","",""
"abrazar","verbo","abrazar","https://dle.rae.es/abrazar#0ARN9Cc","0",""
"enmarcar","verbo","enmarcar","https://dle.rae.es/enmarcar#FVyzazp","0",""
"procesamiento","sustantivo","procesamiento","https://dle.rae.es/procesamiento#UFLxCoW","",""
"tributo","sustantivo","tributo","https://dle.rae.es/tributo#acTMDJZ","",""
"gobernación","sustantivo","gobernación","https://dle.rae.es/gobernaci%C3%B3n#JHGsRG8","",""
"entendimiento","sustantivo","entendimiento","https://dle.rae.es/entendimiento#Fgug7yt","",""
"caloría","sustantivo","caloría","https://dle.rae.es/calor%C3%ADa#6qz8mCh","",""
"evidentemente","adverbio","evidentemente","https://dle.rae.es/evidentemente#H9cso1M","",""
"reino","sustantivo","reino","https://dle.rae.es/reino#Vmk6BZX","",""
"acostumbrado","adjetivo","acostumbrado","https://dle.rae.es/acostumbrado#0a2e7Qo","",""
"tomate","sustantivo","tomate","https://dle.rae.es/tomate#ZziM5kP","",""
"equipamiento","sustantivo","equipamiento","https://dle.rae.es/equipamiento#G03SZYa","",""
"óptico","adjetivo","óptico","https://dle.rae.es/%C3%B3ptico#R7QWqPq","",""
"predominar","verbo","predominar","https://dle.rae.es/predominar#Ty1ZacH","0",""
"retrasar","verbo","retrasar","https://dle.rae.es/retrasar#WJthDgv","0",""
"ingerir","verbo","ingerir","https://dle.rae.es/ingerir#LaPu23M","0","sentir"
"rezar","verbo","rezar","https://dle.rae.es/rezar#WRCH4jL","0",""
"boleto","sustantivo","boleto","https://dle.rae.es/boleto#5nMOf2Q","",""
"decidido","adjetivo","decidido","https://dle.rae.es/decidido#BwKa6aI","",""
"incapacidad","sustantivo","incapacidad","https://dle.rae.es/incapacidad#LCni5Hc","",""
"excepto","conjunción","excepto","https://dle.rae.es/excepto#HC3pjvT","",""
"temático","adjetivo","temático","https://dle.rae.es/tem%C3%A1tico#ZOnOAZE","",""
"gallo","sustantivo","gallo","https://dle.rae.es/gallo#ImORZs4","",""
"parlamentario","sustantivo","parlamentario","https://dle.rae.es/parlamentario#RwuVWmw","",""
"sospechoso","adjetivo","sospechoso","https://dle.rae.es/sospechoso#YS0AYWo","",""
"invisible","adjetivo","invisible","https://dle.rae.es/invisible#M4SlkEr","",""
"consola","sustantivo","consola","https://dle.rae.es/consola#AQNzGKu","",""
"trampa","sustantivo","trampa","https://dle.rae.es/trampa#aGlB829","",""
"divulgar","verbo","divulgar","https://dle.rae.es/divulgar#E1q9Jgy","0",""
"indirecto","adjetivo","indirecto","https://dle.rae.es/indirecto#LPBzYJt","",""
"horror","sustantivo","horror","https://dle.rae.es/horror#KgX9OaV","",""
"riguroso","adjetivo","riguroso","https://dle.rae.es/riguroso#WTj86P9","",""
"controversia","sustantivo","controversia","https://dle.rae.es/controversia#AeeBUkL","",""
"sondeo","sustantivo","sondeo","https://dle.rae.es/sondeo#YMH4pn3","",""
"intimidad","sustantivo","intimidad","https://dle.rae.es/intimidad#LyCn6I9","",""
"sonreír","verbo","sonreír","https://dle.rae.es/sonre%C3%ADr#YMtslHW","1",""
"hito","sustantivo","hito","https://dle.rae.es/hito#KXfBEVb","",""
"querido","adjetivo","querido","https://dle.rae.es/querido#Uo1X6Ql","",""
"élite","sustantivo","élite","https://dle.rae.es/%C3%A9lite#EXtXytb","",""
"pertinente","adjetivo","pertinente","https://dle.rae.es/pertinente#SksjqAf","",""
"misterioso","adjetivo","misterioso","https://dle.rae.es/misterioso#PPY7xVG","",""
"modesto","adjetivo","modesto","https://dle.rae.es/modesto#PUTYzir","",""
"arranque","sustantivo","arranque","https://dle.rae.es/arranque#3fWtkuG","",""
"trayecto","sustantivo","trayecto","https://dle.rae.es/trayecto#aXwbasB","",""
"acorde","adjetivo","acorde","https://dle.rae.es/acorde#0ZLbsG8","",""
"llamativo","adjetivo","llamativo","https://dle.rae.es/llamativo#NTUIrC2","",""
"apartado","sustantivo","apartado","https://dle.rae.es/apartado#35tp8q3","",""
"nacionalista","adjetivo","nacionalista","https://dle.rae.es/nacionalista#QBxqwkT","",""
"significativamente","adverbio","significativamente","https://dle.rae.es/significativamente#XrUaEXJ","",""
"realista","adjetivo","realista","https://dle.rae.es/realista#VHGdP37","",""
"ganado","sustantivo","ganado","https://dle.rae.es/ganado#IpmVKGf","",""
"inocente","adjetivo","inocente","https://dle.rae.es/inocente#LhVbbK6","",""
"rapidez","sustantivo","rapidez","https://dle.rae.es/rapidez#V9BD2XH","",""
"rentabilidad","sustantivo","rentabilidad","https://dle.rae.es/rentabilidad#VyDUGvl","",""
"vegetación","sustantivo","vegetación","https://dle.rae.es/vegetaci%C3%B3n#bR3nI4f","",""
"posibilitar","verbo","posibilitar","https://dle.rae.es/posibilitar#TnObIe0","0",""
"obtención","sustantivo","obtención","https://dle.rae.es/obtenci%C3%B3n#Qpz7pH1","",""
"amoroso","adjetivo","amoroso","https://dle.rae.es/amoroso#2Q3OD6N","",""
"llama","sustantivo","llama","https://dle.rae.es/llama#NTICDgv","",""
"primaria","sustantivo","primaria","https://dle.rae.es/primario#UARnEk8","",""
"insumo","sustantivo","insumo","https://dle.rae.es/insumo#LpMamwM","",""
"cívico","adjetivo","cívico","https://dle.rae.es/c%C3%ADvico#9NlY99M","",""
"elaborado","adjetivo","elaborado","https://dle.rae.es/elaborado#ESvELbN","",""
"delgado","adjetivo","delgado","https://dle.rae.es/delgado#C6yqMRe","",""
"lente","sustantivo","lente","https://dle.rae.es/lente#N7o6jFG","",""
"especulación","sustantivo","especulación","https://dle.rae.es/especulaci%C3%B3n#GXWb0EB","",""
"cardíaco","adjetivo","cardíaco","https://dle.rae.es/card%C3%ADaco#7V3pfqt","",""
"tercero","sustantivo","tercero","https://dle.rae.es/tercero#ZX6JZWO","",""
"tradicionalmente","adverbio","tradicionalmente","https://dle.rae.es/tradicionalmente#aDgM3Y5","",""
"porción","sustantivo","porción","https://dle.rae.es/porci%C3%B3n#TggsDvd","",""
"miel","sustantivo","miel","https://dle.rae.es/miel#PDHHVmo","",""
"largometraje","sustantivo","largometraje","https://dle.rae.es/largometraje#MwO4Frr","",""
"textura","sustantivo","textura","https://dle.rae.es/textura#ZharCdP","",""
"reelección","sustantivo","reelección","https://dle.rae.es/reelecci%C3%B3n#VamKDaI","",""
"lindo","adjetivo","lindo","https://dle.rae.es/lindo#NMh8KzM","",""
"infarto","sustantivo","infarto","https://dle.rae.es/infarto#LUxVQgt","",""
"aparte","adverbio","aparte","https://dle.rae.es/aparte#364en40","",""
"físicamente","adverbio","físicamente","https://dle.rae.es/f%C3%ADsicamente#HztjicH","",""
"guerrilla","sustantivo","guerrilla","https://dle.rae.es/guerrilla#JogYccH","",""
"picar","verbo","picar","https://dle.rae.es/picar#SsuIXMH","0",""
"neto","adjetivo","neto","https://dle.rae.es/neto#QR5iEQb","",""
"propaganda","sustantivo","propaganda","https://dle.rae.es/propaganda#UMzZEFk","",""
"sucio","adjetivo","sucio","https://dle.rae.es/sucio#Ycc7MC6","",""
"aproximación","sustantivo","aproximación","https://dle.rae.es/aproximaci%C3%B3n#3KMMwUR","",""
"embarcación","sustantivo","embarcación","https://dle.rae.es/embarcaci%C3%B3n#EajnWJX","",""
"ritual","sustantivo","ritual","https://dle.rae.es/ritual#WWc6Z92","",""
"acusado","sustantivo","acusado","https://dle.rae.es/acusado#0fzu66o","",""
"procesador","sustantivo","procesador","https://dle.rae.es/procesador#UFIa1lT","",""
"tumba","sustantivo","tumba","https://dle.rae.es/tumba#atDyVR9","",""
"obsesión","sustantivo","obsesión","https://dle.rae.es/obsesi%C3%B3n#Qp4ig6r","",""
"cuarenta","numeral","cuarenta","https://dle.rae.es/cuarenta#BSXFnm9","",""
"repente","sustantivo","repente","https://dle.rae.es/repente#W1MGMjB","",""
"maduro","adjetivo","maduro","https://dle.rae.es/maduro#NrJCsyS","",""
"variable","adjetivo","variable","https://dle.rae.es/variable#bNTTsak","",""
"arquitectónico","adjetivo","arquitectónico","https://dle.rae.es/arquitect%C3%B3nico#3dvG2xE","",""
"opositor","adjetivo","opositor","https://dle.rae.es/opositor#R741RzA","",""
"censura","sustantivo","censura","https://dle.rae.es/censura#8E4YLs1","",""
"consorcio","sustantivo","consorcio","https://dle.rae.es/consorcio#AQnX13U","",""
"ganadería","sustantivo","ganadería","https://dle.rae.es/ganader%C3%ADa#IpkMcD2","",""
"brigada","sustantivo","brigada","https://dle.rae.es/brigada#66BKqXj","",""
"filtro","sustantivo","filtro","https://dle.rae.es/filtro#HwrBUz4","",""
"calentar","verbo","calentar","https://dle.rae.es/calentar#6m5tzsI","0","acertar"
"incentivar","verbo","incentivar","https://dle.rae.es/incentivar#LDqGG78","0",""
"cirujano","sustantivo","cirujano","https://dle.rae.es/cirujano#9LV7csX","",""
"comodidad","sustantivo","comodidad","https://dle.rae.es/comodidad#9xkcZ9b","",""
"secundario","sustantivo","secundario","https://dle.rae.es/secundario#XQOKazg","",""
"plantar","verbo","plantar","https://dle.rae.es/plantar#TKQacaC","0",""
"cincuenta","numeral","cincuenta","https://dle.rae.es/cincuenta#9Fj3ziC","",""
"tope","sustantivo","tope","https://dle.rae.es/tope#a2E61Ro","",""
"confrontación","sustantivo","confrontación","https://dle.rae.es/confrontaci%C3%B3n#AHAH4Lg","",""
"ingesta","sustantivo","ingesta","https://dle.rae.es/ingesta#LaR7GJm","",""
"vasco","adjetivo","vasco","https://dle.rae.es/vasco#bOdrIN9","",""
"smartphone","sustantivo","smartphone","https://dle.rae.es/smartphone#Y339avj","",""
"consagrar","verbo","consagrar","https://dle.rae.es/consagrar#ANqGxtl","0",""
"dictador","sustantivo","dictador","https://dle.rae.es/dictador#Dh6ZHQI","",""
"cesar","verbo","cesar","https://dle.rae.es/cesar#8PSTDtO","0",""
"flexible","adjetivo","flexible","https://dle.rae.es/flexible#I5IQtvP","",""
"peor","adverbio","peor","https://dle.rae.es/peor#SVME3bd","",""
"península","sustantivo","península","https://dle.rae.es/pen%C3%ADnsula#SSzcHpj","",""
"diablo","sustantivo","diablo","https://dle.rae.es/diablo#DdJ72P9","",""
"marino","sustantivo","marino","https://dle.rae.es/marino#OQWUxHw","",""
"manual","sustantivo","manual","https://dle.rae.es/manual#OHuzGA3","",""
"diariamente","adverbio","diariamente","https://dle.rae.es/diariamente#DfYjZ6h","",""
"noventa","sustantivo","noventa","https://dle.rae.es/noventa#Qfhq6Tl","",""
"viable","adjetivo","viable","https://dle.rae.es/viable#biZYVX4","",""
"accionista","sustantivo","accionista","https://dle.rae.es/accionista#0KlwO8R","",""
"n","sustantivo","n","https://dle.rae.es/n#QAi0BF8","",""
"perdón","sustantivo","perdón","https://dle.rae.es/perd%C3%B3n#SYbMpnJ","",""
"políticamente","adverbio","políticamente","https://dle.rae.es/pol%C3%ADticamente#TZvi9YP","",""
"documental","adjetivo","documental","https://dle.rae.es/documental#E40ePzT","",""
"renal","adjetivo","renal","https://dle.rae.es/renal#VwFZNCT","",""
"consistente","adjetivo","consistente","https://dle.rae.es/consistente#AQHLN3k","",""
"demostración","sustantivo","demostración","https://dle.rae.es/demostraci%C3%B3n#CAk4RRq","",""
"indicación","sustantivo","indicación","https://dle.rae.es/indicaci%C3%B3n#LNnOHMk","",""
"civil","sustantivo","civil","https://dle.rae.es/civil#9Nma0hU","",""
"precaución","sustantivo","precaución","https://dle.rae.es/precauci%C3%B3n#Tuj1W1L","",""
"adicción","sustantivo","adicción","https://dle.rae.es/adicci%C3%B3n#0k8i4DT","",""
"precipitación","sustantivo","precipitación","https://dle.rae.es/precipitaci%C3%B3n#TvqfpKg","",""
"consolidación","sustantivo","consolidación","https://dle.rae.es/consolidaci%C3%B3n#AQWi5TS","",""
"oreja","sustantivo","oreja","https://dle.rae.es/oreja#RAXzs7l","",""
"detenido","adjetivo","detenido","https://dle.rae.es/detenido#DZwQIDy","",""
"mueble","sustantivo","mueble","https://dle.rae.es/mueble#PzmnqID","",""
"correctamente","adverbio","correctamente","https://dle.rae.es/correctamente#AxL3j2s","",""
