"lemma","part_of_speech","dle_lemma","dle_url","is_model_verb","model_verbs"
"preocupación","sustantivo","preocupación","https://dle.rae.es/preocupaci%C3%B3n#U3Uz4uF","",""
"conformar","verbo","conformar","https://dle.rae.es/conformar#AGUX3MR","0",""
"denuncia","sustantivo","denuncia","https://dle.rae.es/denuncia#CEDI4Ma","",""
"respetar","verbo","respetar","https://dle.rae.es/respetar#WC5n0SO","0",""
"ciclo","sustantivo","ciclo","https://dle.rae.es/ciclo#99n6fhR","",""
"crítico","adjetivo","crítico","https://dle.rae.es/cr%C3%ADtico#BKJHGzW","",""
"cantante","sustantivo","cantante","https://dle.rae.es/cantante#7BUCxoj","",""
"calificar","verbo","calificar","https://dle.rae.es/calificar#6o4nq5A","0",""
"campeonato","sustantivo","campeonato","https://dle.rae.es/campeonato#70NNz52","",""
"abordar","verbo","abordar","https://dle.rae.es/abordar#08ht72h","0",""
"teoría","sustantivo","teoría","https://dle.rae.es/teor%C3%ADa#ZVMWXKy","",""
"república","sustantivo","república","https://dle.rae.es/rep%C3%BAblica#W5eueIL","",""
"partir","verbo","partir","https://dle.rae.es/partir#S10B0rH","0",""
"a","sustantivo","a","https://dle.rae.es/a#002rZ9U","",""
"sorprender","verbo","sorprender","https://dle.rae.es/sorprender#YQWDIzI","0",""
"imposible","adjetivo","imposible","https://dle.rae.es/imposible#L5lzJIZ","",""
"estación","sustantivo","estación","https://dle.rae.es/estaci%C3%B3n#GjFmHfd","",""
"consumidor","sustantivo","consumidor","https://dle.rae.es/consumidor#ASyDmz0","",""
"pintura","sustantivo","pintura","https://dle.rae.es/pintura#T5SdH8I","",""
"representación","sustantivo","representación","https://dle.rae.es/representaci%C3%B3n#W4VMjJb","",""
"cantar","verbo","cantar","https://dle.rae.es/cantar#7BVjXzX","0",""
"detrás","adverbio","detrás","https://dle.rae.es/detr%C3%A1s#DahefUx","",""
"síntoma","sustantivo","síntoma","https://dle.rae.es/s%C3%ADntoma#Y00ZvBC","",""
"costa","sustantivo","costa","https://dle.rae.es/costa#B6A1o8v","",""
"consumir","verbo","consumir","https://dle.rae.es/consumir#AT2BY5W","0",""
"disposición","sustantivo","disposición","https://dle.rae.es/disposici%C3%B3n#DxgWzK0","",""
"brindar","verbo","brindar","https://dle.rae.es/brindar#66tXbJg","0",""
"ingresar","verbo","ingresar","https://dle.rae.es/ingresar#Laxymte","0",""
"carne","sustantivo","carne","https://dle.rae.es/carne#7bnjWlr","",""
"izquierda","sustantivo","izquierda","https://dle.rae.es/izquierdo#MFY7k4v","",""
"desaparecer","verbo","desaparecer","https://dle.rae.es/desaparecer#CRULyWE","0","agradecer"
"sencillo","adjetivo","sencillo","https://dle.rae.es/sencillo#XZHIBJB","",""
"familiar","sustantivo","familiar","https://dle.rae.es/familiar#HZqrvwe","",""
"incrementar","verbo","incrementar","https://dle.rae.es/incrementar#LK8mIRb","0",""
"matar","verbo","matar","https://dle.rae.es/matar#OaybD1v","0",""
"revolución","sustantivo","revolución","https://dle.rae.es/revoluci%C3%B3n#WQ0Bykx","",""
"superficie","sustantivo","superficie","https://dle.rae.es/superficie#Yjl6mp6","",""
"influencia","sustantivo","influencia","https://dle.rae.es/influencia#LXZPs0x","",""
"porcentaje","sustantivo","porcentaje","https://dle.rae.es/porcentaje#TgZN1sz","",""
"exterior","adjetivo","exterior","https://dle.rae.es/exterior#HMcj24F","",""
"lengua","sustantivo","lengua","https://dle.rae.es/lengua#N77BOIl","",""
"disminuir","verbo","disminuir","https://dle.rae.es/disminuir#Dw2m22r","0","construir"
"futuro","adjetivo","futuro","https://dle.rae.es/futuro#IfX2GjP","",""
"vicepresidente","sustantivo","vicepresidente","https://dle.rae.es/vicepresidente#bkXwt0B","",""
"transformar","verbo","transformar","https://dle.rae.es/transformar#aJbn4er","0",""
"determinado","adjetivo","determinado","https://dle.rae.es/determinado#DaD2eSD","",""
"derrota","sustantivo","derrota","https://dle.rae.es/derrota#CJStw2j","",""
"meta","sustantivo","meta","https://dle.rae.es/meta#P47c7nH","",""
"reserva","sustantivo","reserva","https://dle.rae.es/reserva#W9AlOxX","",""
"presidencia","sustantivo","presidencia","https://dle.rae.es/presidencia#U6RnJsP","",""
"definitivo","adjetivo","definitivo","https://dle.rae.es/definitivo#C31C5s1","",""
"múltiple","adjetivo","múltiple","https://dle.rae.es/m%C3%BAltiple#Q4VC1Ip","",""
"cierre","sustantivo","cierre","https://dle.rae.es/cierre#9BYzXr2","",""
"apertura","sustantivo","apertura","https://dle.rae.es/apertura#39MpS8t","",""
"constitucional","adjetivo","constitucional","https://dle.rae.es/constitucional#ARVyDUr","",""
"quinto","numeral","quinto","https://dle.rae.es/quinto#UvNPWWd","",""
"adoptar","verbo","adoptar","https://dle.rae.es/adoptar#0oKpOJX","0",""
"distribución","sustantivo","distribución","https://dle.rae.es/distribuci%C3%B3n#DzIxOvd","",""
"localidad","sustantivo","localidad","https://dle.rae.es/localidad#NXffXwJ","",""
"principalmente","adverbio","principalmente","https://dle.rae.es/principalmente#UBptQHK","",""
"destinar","verbo","destinar","https://dle.rae.es/destinar#DTzRYFc","0",""
"inicial","adjetivo","inicial","https://dle.rae.es/inicial#LcE9MHH","",""
"emplear","verbo","emplear","https://dle.rae.es/emplear#ErUYBqm","0",""
"alemán","adjetivo","alemán","https://dle.rae.es/alem%C3%A1n#1hn1XWS","",""
"encuesta","sustantivo","encuesta","https://dle.rae.es/encuesta#FB7OOOp","",""
"infraestructura","sustantivo","infraestructura","https://dle.rae.es/infraestructura#LYf3Ibz","",""
"admitir","verbo","admitir","https://dle.rae.es/admitir#0mlFzLx","0",""
"taller","sustantivo","taller","https://dle.rae.es/taller#Z0iszoy","",""
"colectivo","adjetivo","colectivo","https://dle.rae.es/colectivo#9kxtVF3","",""
"colección","sustantivo","colección","https://dle.rae.es/colecci%C3%B3n#9kNsBXU","",""
"imaginar","verbo","imaginar","https://dle.rae.es/imaginar#L0Ab8lV","0",""
"mirada","sustantivo","mirada","https://dle.rae.es/mirada#PM4mGrz","",""
"limitar","verbo","limitar","https://dle.rae.es/limitar#NKYEVao","0",""
"diagnóstico","sustantivo","diagnóstico","https://dle.rae.es/diagn%C3%B3stico#De9TnL8","",""
"conclusión","sustantivo","conclusión","https://dle.rae.es/conclusi%C3%B3n#A9Prhl6","",""
"cometer","verbo","cometer","https://dle.rae.es/cometer#9vgBzRS","0",""
"propósito","sustantivo","propósito","https://dle.rae.es/prop%C3%B3sito#UOdvZX1","",""
"ensayo","sustantivo","ensayo","https://dle.rae.es/ensayo#FcboTnW","",""
"recoger","verbo","recoger","https://dle.rae.es/recoger#VTECDBj","0",""
"voluntad","sustantivo","voluntad","https://dle.rae.es/voluntad#c2gSOgP","",""
"recorrer","verbo","recorrer","https://dle.rae.es/recorrer#VV8nBVl","0",""
"sonido","sustantivo","sonido","https://dle.rae.es/sonido#YMV5Hqd","",""
"intento","sustantivo","intento","https://dle.rae.es/intento#Ls7CCSj","",""
"raíz","sustantivo","raíz","https://dle.rae.es/ra%C3%ADz#V4gonGk","",""
"disputar","verbo","disputar","https://dle.rae.es/disputar#Dxw09tv","0",""
"conciencia","sustantivo","conciencia","https://dle.rae.es/conciencia#A8k1FxD","",""
"reacción","sustantivo","reacción","https://dle.rae.es/reacci%C3%B3n#VG6BE6u","",""
"luchar","verbo","luchar","https://dle.rae.es/luchar#NeQrvQG","0",""
"pensamiento","sustantivo","pensamiento","https://dle.rae.es/pensamiento#STXDsjX","",""
"carga","sustantivo","carga","https://dle.rae.es/carga#7Wnhao0","",""
"ausencia","sustantivo","ausencia","https://dle.rae.es/ausencia#4PwvY5i","",""
"evolución","sustantivo","evolución","https://dle.rae.es/evoluci%C3%B3n#H9vaSkr","",""
"presidencial","adjetivo","presidencial","https://dle.rae.es/presidencial#U6WThPo","",""
"religioso","adjetivo","religioso","https://dle.rae.es/religioso#VqNckNi","",""
"solamente","adverbio","solamente","https://dle.rae.es/solamente#YFTOo4r","",""
"ampliar","verbo","ampliar","https://dle.rae.es/ampliar#2RiurRM","0","enviar"
"individual","adjetivo","individual","https://dle.rae.es/individual#LPpa0TM","",""
"sugerir","verbo","sugerir","https://dle.rae.es/sugerir#YfYapT6","0","sentir"
"totalmente","adverbio","totalmente","https://dle.rae.es/totalmente#aAB7r6D","",""
"moda","sustantivo","moda","https://dle.rae.es/moda#PTFxq8T","",""
"dispuesto","adjetivo","dispuesto","https://dle.rae.es/dispuesto#Dxold9i","",""
"competir","verbo","competir","https://dle.rae.es/competir#A0rP4Nu","0","pedir"
"finalizar","verbo","finalizar","https://dle.rae.es/finalizar#HxMDBsI","0",""
"intenso","adjetivo","intenso","https://dle.rae.es/intenso#Ls6YvIT","",""
"recientemente","adverbio","recientemente","https://dle.rae.es/recientemente#VRLr8Xq","",""
"conversación","sustantivo","conversación","https://dle.rae.es/conversaci%C3%B3n#AgW2atc","",""
"comunicar","verbo","comunicar","https://dle.rae.es/comunicar#A5G2vNP","0",""
"demasiado","adverbio","demasiado","https://dle.rae.es/demasiado#C8sjljP","",""
"numeroso","adjetivo","numeroso","https://dle.rae.es/numeroso#QikQqti","",""
"durar","verbo","durar","https://dle.rae.es/durar#EHsV5Ge","0",""
"cuento","sustantivo","cuento","https://dle.rae.es/cuento#BaQV1UF","",""
"adelantar","verbo","adelantar","https://dle.rae.es/adelantar#0iSYfgg","0",""
"cita","sustantivo","cita","https://dle.rae.es/cita#9MCUXnT","",""
"vacuna","sustantivo","vacuna","https://dle.rae.es/vacuno#bF4mFoA","",""
"votar","verbo","votar","https://dle.rae.es/votar#c4FFqHA","0",""
"contemporáneo","adjetivo","contemporáneo","https://dle.rae.es/contempor%C3%A1neo#AUK9EK0","",""
"alianza","sustantivo","alianza","https://dle.rae.es/alianza#1pvIeBW","",""
"poesía","sustantivo","poesía","https://dle.rae.es/poes%C3%ADa#TURw1XA","",""
"unión","sustantivo","unión","https://dle.rae.es/uni%C3%B3n#b5tMies","",""
"consulta","sustantivo","consulta","https://dle.rae.es/consulta#ASYEVzT","",""
"recién","adverbio","recién","https://dle.rae.es/reci%C3%A9n#VRDMzjG","",""
"jurídico","adjetivo","jurídico","https://dle.rae.es/jur%C3%ADdico#MeETNtK","",""
"señal","sustantivo","señal","https://dle.rae.es/se%C3%B1al#XbhOPAB","",""
"rural","adjetivo","rural","https://dle.rae.es/rural#WqzJ2ZS","",""
"empleado","sustantivo","empleado","https://dle.rae.es/empleado#ErTDqbk","",""
"italiano","adjetivo","italiano","https://dle.rae.es/italiano#MDYQFjI","",""
"volumen","sustantivo","volumen","https://dle.rae.es/volumen#c2Xhjoi","",""
"directivo","sustantivo","directivo","https://dle.rae.es/directivo#Dr0oRwT","",""
"constante","adjetivo","constante","https://dle.rae.es/constante#AQymQN7","",""
"código","sustantivo","código","https://dle.rae.es/c%C3%B3digo#9daBvI8","",""
"salvar","verbo","salvar","https://dle.rae.es/salvar#X8aav2k","0",""
"restaurante","sustantivo","restaurante","https://dle.rae.es/restaurante#WECJvpa","",""
"evaluación","sustantivo","evaluación","https://dle.rae.es/evaluaci%C3%B3n#H8JsfPe","",""
"emergencia","sustantivo","emergencia","https://dle.rae.es/emergencia#EiX5X40","",""
"olímpico","adjetivo","olímpico","https://dle.rae.es/ol%C3%ADmpico#R0Z3hP9","",""
"americano","adjetivo","americano","https://dle.rae.es/americano#2KRSL3V","",""
"asamblea","sustantivo","asamblea","https://dle.rae.es/asamblea#3uj5N78","",""
"completar","verbo","completar","https://dle.rae.es/completar#A1S3usX","0",""
"escolar","adjetivo","escolar","https://dle.rae.es/escolar#GGkrQne","",""
"frecuencia","sustantivo","frecuencia","https://dle.rae.es/frecuencia#IQkf76l","",""
"lluvia","sustantivo","lluvia","https://dle.rae.es/lluvia#NWgRXUA","",""
"asistencia","sustantivo","asistencia","https://dle.rae.es/asistencia#415CxIs","",""
"segundo","sustantivo","segundo","https://dle.rae.es/segundo#XTUS1jC","",""
"caber","verbo","caber","https://dle.rae.es/caber#6PvMEeq","1",""
"enseñar","verbo","enseñar","https://dle.rae.es/ense%C3%B1ar#FdI00Or","0",""
"prevención","sustantivo","prevención","https://dle.rae.es/prevenci%C3%B3n#U9Cow1J","",""
"inteligencia","sustantivo","inteligencia","https://dle.rae.es/inteligencia#LqtyoaQ","",""
"armado","adjetivo","armado","https://dle.rae.es/armado#3aI7Hp5","",""
"feliz","adjetivo","feliz","https://dle.rae.es/feliz#HjCSWig","",""
"recorrido","sustantivo","recorrido","https://dle.rae.es/recorrido#VVCmeE4","",""
"comienzo","sustantivo","comienzo","https://dle.rae.es/comienzo#9w76txo","",""
"probar","verbo","probar","https://dle.rae.es/probar#UEEVr9n","0","contar"
"índice","sustantivo","índice","https://dle.rae.es/%C3%ADndice#LO3NKRG","",""
"reto","sustantivo","reto","https://dle.rae.es/reto#WHyT2Ax","",""
"subrayar","verbo","subrayar","https://dle.rae.es/subrayar#YYmdQFQ","0",""
"verano","sustantivo","verano","https://dle.rae.es/verano#batPM3r","",""
"diseñar","verbo","diseñar","https://dle.rae.es/dise%C3%B1ar#DuJXCWP","0",""
"rico","adjetivo","rico","https://dle.rae.es/rico#WSXT9Bo","",""
"escala","sustantivo","escala","https://dle.rae.es/escala#G67txjD","",""
"regla","sustantivo","regla","https://dle.rae.es/regla#Vj7kKoC","",""
"máquina","sustantivo","máquina","https://dle.rae.es/m%C3%A1quina#OKvTasd","",""
"penal","adjetivo","penal","https://dle.rae.es/penal#SQzqB2K","",""
"local","sustantivo","local","https://dle.rae.es/local#NXeWGhG","",""
"sexo","sustantivo","sexo","https://dle.rae.es/sexo#XlApmpe","",""
"fiscal","sustantivo","fiscal","https://dle.rae.es/fiscal#HzHItzp","",""
"anotar","verbo","anotar","https://dle.rae.es/anotar#2kEsQcw","0",""
"letra","sustantivo","letra","https://dle.rae.es/letra#NAwHNtA","",""
"junta","sustantivo","junta","https://dle.rae.es/junta#Md1HbkD","",""
"cuarto","sustantivo","cuarto","https://dle.rae.es/cuarto#BTctS7T","",""
"colaboración","sustantivo","colaboración","https://dle.rae.es/colaboraci%C3%B3n#9j1Cwxg","",""
"funcionamiento","sustantivo","funcionamiento","https://dle.rae.es/funcionamiento#IbTPgKE","",""
"órgano","sustantivo","órgano","https://dle.rae.es/%C3%B3rgano#RBqT8vg","",""
"infección","sustantivo","infección","https://dle.rae.es/infecci%C3%B3n#LVDa7L0","",""
"concentración","sustantivo","concentración","https://dle.rae.es/concentraci%C3%B3n#A6xUPAA","",""
"patrimonio","sustantivo","patrimonio","https://dle.rae.es/patrimonio#SBOxisN","",""
"quizás","adverbio","quizás","https://dle.rae.es/quiz%C3%A1s#UxkB7hL","",""
"crimen","sustantivo","crimen","https://dle.rae.es/crimen#BGTge4F","",""
"simplemente","adverbio","simplemente","https://dle.rae.es/simplemente#XveiVCw","",""
"feria","sustantivo","feria","https://dle.rae.es/feria#HlfHahn","",""
"perfecto","adjetivo","perfecto","https://dle.rae.es/perfecto#SadjAeT","",""
"universo","sustantivo","universo","https://dle.rae.es/universo#b6b6TKk","",""
"académico","adjetivo","académico","https://dle.rae.es/acad%C3%A9mico#0Fp3xyj","",""
"invertir","verbo","invertir","https://dle.rae.es/invertir#M3VWBGW","0","sentir"
"dueño","sustantivo","dueño","https://dle.rae.es/due%C3%B1o#EEsL9LT","",""
"gusto","sustantivo","gusto","https://dle.rae.es/gusto#Juk3i3t","",""
"protesta","sustantivo","protesta","https://dle.rae.es/protesta#US7M7Yk","",""
"promoción","sustantivo","promoción","https://dle.rae.es/promoci%C3%B3n#ULq51uJ","",""
"igual","adverbio","igual","https://dle.rae.es/igual#KwNhWlf","",""
"involucrar","verbo","involucrar","https://dle.rae.es/involucrar#M4rDIoW","0",""
"relato","sustantivo","relato","https://dle.rae.es/relato#VpeoIFF","",""
"sensación","sustantivo","sensación","https://dle.rae.es/sensaci%C3%B3n#XZycQhx","",""
"concurso","sustantivo","concurso","https://dle.rae.es/concurso#AAzmLjr","",""
"menor","sustantivo","menor","https://dle.rae.es/menor#Ouc027t","",""
"excelente","adjetivo","excelente","https://dle.rae.es/excelente#HBZRybi","",""
"prestar","verbo","prestar","https://dle.rae.es/prestar#U799kM9","0",""
"circunstancia","sustantivo","circunstancia","https://dle.rae.es/circunstancia#9Ka81Rt","",""
"favorecer","verbo","favorecer","https://dle.rae.es/favorecer#HgudzUt","0","agradecer"
"móvil","adjetivo","móvil","https://dle.rae.es/m%C3%B3vil#PxcFux4","",""
"avión","sustantivo","avión","https://dle.rae.es/avi%C3%B3n#4a5PEam","",""
"tabla","sustantivo","tabla","https://dle.rae.es/tabla#Ysg8s8S","",""
"audiencia","sustantivo","audiencia","https://dle.rae.es/audiencia#4MupgN3","",""
"junto","adjetivo","junto","https://dle.rae.es/junto#MdJ2PgT","",""
"hallar","verbo","hallar","https://dle.rae.es/hallar#JzMwBDv","0",""
"discusión","sustantivo","discusión","https://dle.rae.es/discusi%C3%B3n#DtqgCtv","",""
"verde","adjetivo","verde","https://dle.rae.es/verde#bbs8NTC","",""
"elevado","adjetivo","elevado","https://dle.rae.es/elevado#EX8xhyc","",""
"contemplar","verbo","contemplar","https://dle.rae.es/contemplar#AUC5lbB","0",""
"turístico","adjetivo","turístico","https://dle.rae.es/tur%C3%ADstico#axfDder","",""
"b","sustantivo","b","https://dle.rae.es/b#4iC4xGz","",""
"sorpresa","sustantivo","sorpresa","https://dle.rae.es/sorpresa#YQWOlWM","",""
"espacial","adjetivo","espacial","https://dle.rae.es/espacial#GSfCbYO","",""
"revisar","verbo","revisar","https://dle.rae.es/revisar#WOhBQZa","0",""
"concreto","adjetivo","concreto","https://dle.rae.es/concreto#AANYq2R","",""
"clasificación","sustantivo","clasificación","https://dle.rae.es/clasificaci%C3%B3n#9PqQrQv","",""
"norteamericano","adjetivo","norteamericano","https://dle.rae.es/norteamericano#QdHnPVd","",""
"fórmula","sustantivo","fórmula","https://dle.rae.es/f%C3%B3rmula#IFiac7W","",""
"modificar","verbo","modificar","https://dle.rae.es/modificar#PUctmue","0",""
"fijar","verbo","fijar","https://dle.rae.es/fijar#Ht3eBuJ","0",""
"árbol","sustantivo","árbol","https://dle.rae.es/%C3%A1rbol#3QPp95d","",""
"expectativa","sustantivo","expectativa","https://dle.rae.es/expectativa#HI1X80V","",""
"piloto","sustantivo","piloto","https://dle.rae.es/piloto#T0pFGII","",""
"pandemia","sustantivo","pandemia","https://dle.rae.es/pandemia#RerUNMa","",""
"aun","adverbio","aun","https://dle.rae.es/aun#4ObzbDY","",""
"externo","adjetivo","externo","https://dle.rae.es/externo#HN5TsKC","",""
"reclamar","verbo","reclamar","https://dle.rae.es/reclamar#VS3AoJM","0",""
"cerebro","sustantivo","cerebro","https://dle.rae.es/cerebro#8Kjc7uR","",""
"dimensión","sustantivo","dimensión","https://dle.rae.es/dimensi%C3%B3n#Dn3VM1z","",""
"playa","sustantivo","playa","https://dle.rae.es/playa#TNj4Tug","",""
"prácticamente","adverbio","prácticamente","https://dle.rae.es/pr%C3%A1cticamente#TtA3oZe","",""
"video","sustantivo","video","https://dle.rae.es/video#bm7DOSs","",""
"entrenamiento","sustantivo","entrenamiento","https://dle.rae.es/entrenamiento#Fn5HnQx","",""
"argumento","sustantivo","argumento","https://dle.rae.es/argumento#3YKtkpX","",""
"conectar","verbo","conectar","https://dle.rae.es/conectar#ADJQXH0","0",""
"viento","sustantivo","viento","https://dle.rae.es/viento#bnYP5E0","",""
"policial","adjetivo","policial","https://dle.rae.es/policial#TWSd8pW","",""
"caja","sustantivo","caja","https://dle.rae.es/caja#6dxYOPn","",""
"academia","sustantivo","academia","https://dle.rae.es/academia#0FhRgFA","",""
"pobre","adjetivo","pobre","https://dle.rae.es/pobre#TSXVHEa","",""
"federal","adjetivo","federal","https://dle.rae.es/federal#HikFoji","",""
"situar","verbo","situar","https://dle.rae.es/situar#Y2yz4Rp","0","actuar"
"manifestación","sustantivo","manifestación","https://dle.rae.es/manifestaci%C3%B3n#ODa74yP","",""
"guardar","verbo","guardar","https://dle.rae.es/guardar#JjJWqPL","0",""
"climático","adjetivo","climático","https://dle.rae.es/clim%C3%A1tico#9Sv7hu1","",""
"espíritu","sustantivo","espíritu","https://dle.rae.es/esp%C3%ADritu#GcX069Y","",""
"liderar","verbo","liderar","https://dle.rae.es/liderar#NH3gJJ5","0",""
"absoluto","adjetivo","absoluto","https://dle.rae.es/absoluto#0CY07hD","",""
"ordenar","verbo","ordenar","https://dle.rae.es/ordenar#R9qL4Xe","0",""
"corrupción","sustantivo","corrupción","https://dle.rae.es/corrupci%C3%B3n#B0dY4l3","",""
"quizá","adverbio","quizá","https://dle.rae.es/quiz%C3%A1#UxdCUVe","",""
"resistencia","sustantivo","resistencia","https://dle.rae.es/resistencia#WAPyoek","",""
"evidencia","sustantivo","evidencia","https://dle.rae.es/evidencia#H9WZ6YF","",""
"padecer","verbo","padecer","https://dle.rae.es/padecer#RQZX5Qb","0","agradecer"
"clínico","adjetivo","clínico","https://dle.rae.es/cl%C3%ADnico#9TNmHzU","",""
"manejo","sustantivo","manejo","https://dle.rae.es/manejo#OB2xQhT","",""
"aproximadamente","adverbio","aproximadamente","https://dle.rae.es/aproximadamente#3KMvVZD","",""
"ejecutivo","adjetivo","ejecutivo","https://dle.rae.es/ejecutivo#ES3gbuJ","",""
"talento","sustantivo","talento","https://dle.rae.es/talento#YzSnsTL","",""
"elevar","verbo","elevar","https://dle.rae.es/elevar#EXF3WnM","0",""
"estrenar","verbo","estrenar","https://dle.rae.es/estrenar#Gyi9095","0",""
"innovación","sustantivo","innovación","https://dle.rae.es/innovaci%C3%B3n#Lgx0cfV","",""
"comparar","verbo","comparar","https://dle.rae.es/comparar#9z3AWXL","0",""
"quitar","verbo","quitar","https://dle.rae.es/quitar#UxLX5ih","0",""
"sentimiento","sustantivo","sentimiento","https://dle.rae.es/sentimiento#XbTu91V","",""
"anuncio","sustantivo","anuncio","https://dle.rae.es/anuncio#30CbZk1","",""
"responsable","adjetivo","responsable","https://dle.rae.es/responsable#WCrxqOp","",""
"introducir","verbo","introducir","https://dle.rae.es/introducir#M09Brgt","0","conducir"
"criticar","verbo","criticar","https://dle.rae.es/criticar#BKFoPJO","0",""
"beneficiar","verbo","beneficiar","https://dle.rae.es/beneficiar#5Lc9JRf","0","anunciar"
"merecer","verbo","merecer","https://dle.rae.es/merecer#OzffqGN","0","agradecer"
"intervenir","verbo","intervenir","https://dle.rae.es/intervenir#LxRmruS","0","venir"
"complicado","adjetivo","complicado","https://dle.rae.es/complicado#A1i78mC","",""
"caracterizar","verbo","caracterizar","https://dle.rae.es/caracterizar#7OpEEFy","0",""
"socio","sustantivo","socio","https://dle.rae.es/socio#YCEk4Yy","",""
"posteriormente","adverbio","posteriormente","https://dle.rae.es/posteriormente#TpVPDiu","",""
"mandatario","sustantivo","mandatario","https://dle.rae.es/mandatario#O9l9jMW","",""
"delantero","sustantivo","delantero","https://dle.rae.es/delantero#C63FneK","",""
"esencial","adjetivo","esencial","https://dle.rae.es/esencial#GOge1xq","",""
"correspondiente","adjetivo","correspondiente","https://dle.rae.es/correspondiente#Az1JeBU","",""
"tienda","sustantivo","tienda","https://dle.rae.es/tienda#ZiuGZf2","",""
"vuelo","sustantivo","vuelo","https://dle.rae.es/vuelo#c4eIbua","",""
"masa","sustantivo","masa","https://dle.rae.es/masa#OWEvPFc","",""
"atacar","verbo","atacar","https://dle.rae.es/atacar#48mrGJP","0",""
"consultar","verbo","consultar","https://dle.rae.es/consultar#AShygIB","0",""
"latinoamericano","adjetivo","latinoamericano","https://dle.rae.es/latinoamericano#Mz2oteK","",""
"acordar","verbo","acordar","https://dle.rae.es/acordar#0ZKiQZ3","0","contar"
"separar","verbo","separar","https://dle.rae.es/separar#XckTyL2","0",""
"respecto","sustantivo","respecto","https://dle.rae.es/respecto#WC1YIHF","",""
"humanidad","sustantivo","humanidad","https://dle.rae.es/humanidad#KnPZIuF","",""
"lanzamiento","sustantivo","lanzamiento","https://dle.rae.es/lanzamiento#MuZFCG2","",""
"escaso","adjetivo","escaso","https://dle.rae.es/escaso#GDFKjDN","",""
"disciplina","sustantivo","disciplina","https://dle.rae.es/disciplina#DsFSpIT","",""
"frase","sustantivo","frase","https://dle.rae.es/frase#IPhICME","",""
"encargar","verbo","encargar","https://dle.rae.es/encargar#F0p6rb4","0",""
"posterior","adjetivo","posterior","https://dle.rae.es/posterior#TpRZvxK","",""
"chino","adjetivo","chino","https://dle.rae.es/chino#8pnMy5C","",""
"homenaje","sustantivo","homenaje","https://dle.rae.es/homenaje#KagkH7u","",""
"sentar","verbo","sentar","https://dle.rae.es/sentar#Xb0KxJy","0","acertar"
"frecuente","adjetivo","frecuente","https://dle.rae.es/frecuente#IQySkho","",""
"palacio","sustantivo","palacio","https://dle.rae.es/palacio#RV4CdtX","",""
"encabezar","verbo","encabezar","https://dle.rae.es/encabezar#EwKIHBU","0",""
"practicar","verbo","practicar","https://dle.rae.es/practicar#TtAtLcR","0",""
"conducta","sustantivo","conducta","https://dle.rae.es/conducta#AChkdr3","",""
"percibir","verbo","percibir","https://dle.rae.es/percibir#SXXZjnf","0",""
"capítulo","sustantivo","capítulo","https://dle.rae.es/cap%C3%ADtulo#7L0XroM","",""
"reflexión","sustantivo","reflexión","https://dle.rae.es/reflexi%C3%B3n#VdLsNBL","",""
"emisión","sustantivo","emisión","https://dle.rae.es/emisi%C3%B3n#EjQrABh","",""
"emoción","sustantivo","emoción","https://dle.rae.es/emoci%C3%B3n#EjXP0mU","",""
"rendimiento","sustantivo","rendimiento","https://dle.rae.es/rendimiento#VwxnN6O","",""
"peligroso","adjetivo","peligroso","https://dle.rae.es/peligroso#SON7oCO","",""
"pobreza","sustantivo","pobreza","https://dle.rae.es/pobreza#TStddr0","",""
"proporcionar","verbo","proporcionar","https://dle.rae.es/proporcionar#UObFf0T","0",""
"institucional","adjetivo","institucional","https://dle.rae.es/institucional#LnQNBsl","",""
"agenda","sustantivo","agenda","https://dle.rae.es/agenda#14mRqHq","",""
"respectivamente","adverbio","respectivamente","https://dle.rae.es/respectivamente#WByNUwd","",""
"conservar","verbo","conservar","https://dle.rae.es/conservar#APSYcwO","0",""
"senador","sustantivo","senador","https://dle.rae.es/senador#XZ3TSQY","",""
"falso","adjetivo","falso","https://dle.rae.es/falso#HZC1ih6","",""
"pasión","sustantivo","pasión","https://dle.rae.es/pasi%C3%B3n#S4Caraz","",""
"aparato","sustantivo","aparato","https://dle.rae.es/aparato#34pFTQ2","",""
"tanto","sustantivo","tanto","https://dle.rae.es/tanto#Z60aNMi","",""
"dormir","verbo","dormir","https://dle.rae.es/dormir#E9e9ZKl","1",""
"gas","sustantivo","gas","https://dle.rae.es/gas#IyS0m4t","",""
"adaptar","verbo","adaptar","https://dle.rae.es/adaptar#0hMBUwM","0",""
"margen","sustantivo","margen","https://dle.rae.es/margen#OOa0UjW","",""
"descartar","verbo","descartar","https://dle.rae.es/descartar#Cd67RCN","0",""
"bosque","sustantivo","bosque","https://dle.rae.es/bosque#5xAxQKq","",""
"confiar","verbo","confiar","https://dle.rae.es/confiar#AFANQX4","0","enviar"
"masivo","adjetivo","masivo","https://dle.rae.es/masivo#OXy98kC","",""
"celebración","sustantivo","celebración","https://dle.rae.es/celebraci%C3%B3n#88mxsjA","",""
"asociar","verbo","asociar","https://dle.rae.es/asociar#42B2wig","0","anunciar"
"conexión","sustantivo","conexión","https://dle.rae.es/conexi%C3%B3n#ADjjIyE","",""
"mental","adjetivo","mental","https://dle.rae.es/mental#OwOJnbd","",""
"cocina","sustantivo","cocina","https://dle.rae.es/cocina#9aoCL5w","",""
"perfil","sustantivo","perfil","https://dle.rae.es/perfil#SagtYdL","",""
