"lemma","tense","subject","variant","form","preference"
"entrar","presente","él, ella","","entra","0"
"entrar","presente","nosotros, nosotras","","entramos","0"
"entrar","presente","vosotros, vosotras","","entráis","0"
"entrar","presente","ellos, ellas","","entran","0"
"entrar","imperfecto","tú","","entrabas","0"
"entrar","imperfecto","él, ella","","entraba","0"
"entrar","imperfecto","nosotros, nosotras","","entrábamos","0"
"entrar","imperfecto","vosotros, vosotras","","entrabais","0"
"entrar","imperfecto","ellos, ellas","","entraban","0"
"entrar","pretérito","yo","","entré","0"
"entrar","pretérito","tú","","entraste","0"
"entrar","pretérito","él, ella","","entró","0"
"entrar","pretérito","nosotros, nosotras","","entramos","0"
"entrar","pretérito","vosotros, vosotras","","entrasteis","0"
"entrar","pretérito","ellos, ellas","","entraron","0"
"entrar","futuro","yo","","entraré","0"
"entrar","futuro","tú","","entrarás","0"
"entrar","futuro","él, ella","","entrará","0"
"entrar","futuro","nosotros, nosotras","","entraremos","0"
"entrar","futuro","vosotros, vosotras","","entraréis","0"
"entrar","futuro","ellos, ellas","","entrarán","0"
"entrar","condicional","tú","","entrarías","0"
"entrar","condicional","él, ella","","entraría","0"
"entrar","condicional","nosotros, nosotras","","entraríamos","0"
"entrar","condicional","vosotros, vosotras","","entraríais","0"
"entrar","condicional","ellos, ellas","","entrarían","0"
"entrar","subjuntivo presente","tú","","entres","0"
"entrar","subjuntivo presente","él, ella","","entre","0"
"entrar","subjuntivo presente","nosotros, nosotras","","entremos","0"
"entrar","subjuntivo presente","vosotros, vosotras","","entréis","0"
"entrar","subjuntivo presente","ellos, ellas","","entren","0"
"entrar","subjuntivo pretérito","tú","variante ‘ra’","entraras","0"
"entrar","subjuntivo pretérito","tú","variante ‘se’","entrases","0"
"entrar","subjuntivo pretérito","él, ella","variante ‘ra’","entrara","0"
"entrar","subjuntivo pretérito","él, ella","variante ‘se’","entrase","0"
"entrar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","entráramos","0"
"entrar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","entrásemos","0"
"entrar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","entrarais","0"
"entrar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","entraseis","0"
"entrar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","entraran","0"
"entrar","subjuntivo pretérito","ellos, ellas","variante ‘se’","entrasen","0"
"entrar","subjuntivo futuro","tú","","entrares","0"
"entrar","subjuntivo futuro","él, ella","","entrare","0"
"entrar","subjuntivo futuro","nosotros, nosotras","","entráremos","0"
"entrar","subjuntivo futuro","vosotros, vosotras","","entrareis","0"
"entrar","subjuntivo futuro","ellos, ellas","","entraren","0"
"entrar","imperativo","tú","","entra","0"
"entrar","imperativo","vos","","entrá","0"
"entrar","imperativo","usted","","entre","0"
"entrar","imperativo","vosotros, vosotras","","entrad","0"
"entrar","imperativo","ustedes","","entren","0"
"representar","infinitivo","impersonal","","representar","0"
"representar","gerundio","impersonal","","representando","0"
"representar","participio","impersonal","","representado","0"
"representar","presente","yo","","represento","0"
"representar","presente","tú","","representas","0"
"representar","presente","vos","","representás","0"
"representar","presente","él, ella","","representa","0"
"representar","presente","nosotros, nosotras","","representamos","0"
"representar","presente","vosotros, vosotras","","representáis","0"
"representar","presente","ellos, ellas","","representan","0"
"representar","imperfecto","tú","","representabas","0"
"representar","imperfecto","él, ella","","representaba","0"
"representar","imperfecto","nosotros, nosotras","","representábamos","0"
"representar","imperfecto","vosotros, vosotras","","representabais","0"
"representar","imperfecto","ellos, ellas","","representaban","0"
"representar","pretérito","yo","","representé","0"
"representar","pretérito","tú","","representaste","0"
"representar","pretérito","él, ella","","representó","0"
"representar","pretérito","nosotros, nosotras","","representamos","0"
"representar","pretérito","vosotros, vosotras","","representasteis","0"
"representar","pretérito","ellos, ellas","","representaron","0"
"representar","futuro","yo","","representaré","0"
"representar","futuro","tú","","representarás","0"
"representar","futuro","él, ella","","representará","0"
"representar","futuro","nosotros, nosotras","","representaremos","0"
"representar","futuro","vosotros, vosotras","","representaréis","0"
"representar","futuro","ellos, ellas","","representarán","0"
"representar","condicional","tú","","representarías","0"
"representar","condicional","él, ella","","representaría","0"
"representar","condicional","nosotros, nosotras","","representaríamos","0"
"representar","condicional","vosotros, vosotras","","representaríais","0"
"representar","condicional","ellos, ellas","","representarían","0"
"representar","subjuntivo presente","tú","","representes","0"
"representar","subjuntivo presente","él, ella","","represente","0"
"representar","subjuntivo presente","nosotros, nosotras","","representemos","0"
"representar","subjuntivo presente","vosotros, vosotras","","representéis","0"
"representar","subjuntivo presente","ellos, ellas","","representen","0"
"representar","subjuntivo pretérito","tú","variante ‘ra’","representaras","0"
"representar","subjuntivo pretérito","tú","variante ‘se’","representases","0"
"representar","subjuntivo pretérito","él, ella","variante ‘ra’","representara","0"
"representar","subjuntivo pretérito","él, ella","variante ‘se’","representase","0"
"representar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","representáramos","0"
"representar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","representásemos","0"
"representar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","representarais","0"
"representar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","representaseis","0"
"representar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","representaran","0"
"representar","subjuntivo pretérito","ellos, ellas","variante ‘se’","representasen","0"
"representar","subjuntivo futuro","tú","","representares","0"
"representar","subjuntivo futuro","él, ella","","representare","0"
"representar","subjuntivo futuro","nosotros, nosotras","","representáremos","0"
"representar","subjuntivo futuro","vosotros, vosotras","","representareis","0"
"representar","subjuntivo futuro","ellos, ellas","","representaren","0"
"representar","imperativo","tú","","representa","0"
"representar","imperativo","vos","","representá","0"
"representar","imperativo","usted","","represente","0"
"representar","imperativo","vosotros, vosotras","","representad","0"
"representar","imperativo","ustedes","","representen","0"
"continuar","infinitivo","impersonal","","continuar","0"
"continuar","gerundio","impersonal","","continuando","0"
"continuar","participio","impersonal","","continuado","0"
"continuar","presente","yo","","continúo","0"
"continuar","presente","tú","","continúas","0"
"continuar","presente","vos","","continuás","0"
"continuar","presente","él, ella","","continúa","0"
"continuar","presente","nosotros, nosotras","","continuamos","0"
"continuar","presente","vosotros, vosotras","","continuáis","0"
"continuar","presente","ellos, ellas","","continúan","0"
"continuar","imperfecto","tú","","continuabas","0"
"continuar","imperfecto","él, ella","","continuaba","0"
"continuar","imperfecto","nosotros, nosotras","","continuábamos","0"
"continuar","imperfecto","vosotros, vosotras","","continuabais","0"
"continuar","imperfecto","ellos, ellas","","continuaban","0"
"continuar","pretérito","yo","","continué","0"
"continuar","pretérito","tú","","continuaste","0"
"continuar","pretérito","él, ella","","continuó","0"
"continuar","pretérito","nosotros, nosotras","","continuamos","0"
"continuar","pretérito","vosotros, vosotras","","continuasteis","0"
"continuar","pretérito","ellos, ellas","","continuaron","0"
"continuar","futuro","yo","","continuaré","0"
"continuar","futuro","tú","","continuarás","0"
"continuar","futuro","él, ella","","continuará","0"
"continuar","futuro","nosotros, nosotras","","continuaremos","0"
"continuar","futuro","vosotros, vosotras","","continuaréis","0"
"continuar","futuro","ellos, ellas","","continuarán","0"
"continuar","condicional","tú","","continuarías","0"
"continuar","condicional","él, ella","","continuaría","0"
"continuar","condicional","nosotros, nosotras","","continuaríamos","0"
"continuar","condicional","vosotros, vosotras","","continuaríais","0"
"continuar","condicional","ellos, ellas","","continuarían","0"
"continuar","subjuntivo presente","tú","","continúes","0"
"continuar","subjuntivo presente","él, ella","","continúe","0"
"continuar","subjuntivo presente","nosotros, nosotras","","continuemos","0"
"continuar","subjuntivo presente","vosotros, vosotras","","continuéis","0"
"continuar","subjuntivo presente","ellos, ellas","","continúen","0"
"continuar","subjuntivo pretérito","tú","variante ‘ra’","continuaras","0"
"continuar","subjuntivo pretérito","tú","variante ‘se’","continuases","0"
"continuar","subjuntivo pretérito","él, ella","variante ‘ra’","continuara","0"
"continuar","subjuntivo pretérito","él, ella","variante ‘se’","continuase","0"
"continuar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","continuáramos","0"
"continuar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","continuásemos","0"
"continuar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","continuarais","0"
"continuar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","continuaseis","0"
"continuar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","continuaran","0"
"continuar","subjuntivo pretérito","ellos, ellas","variante ‘se’","continuasen","0"
"continuar","subjuntivo futuro","tú","","continuares","0"
"continuar","subjuntivo futuro","él, ella","","continuare","0"
"continuar","subjuntivo futuro","nosotros, nosotras","","continuáremos","0"
"continuar","subjuntivo futuro","vosotros, vosotras","","continuareis","0"
"continuar","subjuntivo futuro","ellos, ellas","","continuaren","0"
"continuar","imperativo","tú","","continúa","0"
"continuar","imperativo","vos","","continuá","0"
"continuar","imperativo","usted","","continúe","0"
"continuar","imperativo","vosotros, vosotras","","continuad","0"
"continuar","imperativo","ustedes","","continúen","0"
"anunciar","infinitivo","impersonal","","anunciar","0"
"anunciar","gerundio","impersonal","","anunciando","0"
"anunciar","participio","impersonal","","anunciado","0"
"anunciar","presente","yo","","anuncio","0"
"anunciar","presente","tú","","anuncias","0"
"anunciar","presente","vos","","anunciás","0"
"anunciar","presente","él, ella","","anuncia","0"
"anunciar","presente","nosotros, nosotras","","anunciamos","0"
"anunciar","presente","vosotros, vosotras","","anunciáis","0"
"anunciar","presente","ellos, ellas","","anuncian","0"
"anunciar","imperfecto","tú","","anunciabas","0"
"anunciar","imperfecto","él, ella","","anunciaba","0"
"anunciar","imperfecto","nosotros, nosotras","","anunciábamos","0"
"anunciar","imperfecto","vosotros, vosotras","","anunciabais","0"
"anunciar","imperfecto","ellos, ellas","","anunciaban","0"
"anunciar","pretérito","yo","","anuncié","0"
"anunciar","pretérito","tú","","anunciaste","0"
"anunciar","pretérito","él, ella","","anunció","0"
"anunciar","pretérito","nosotros, nosotras","","anunciamos","0"
"anunciar","pretérito","vosotros, vosotras","","anunciasteis","0"
"anunciar","pretérito","ellos, ellas","","anunciaron","0"
"anunciar","futuro","yo","","anunciaré","0"
"anunciar","futuro","tú","","anunciarás","0"
"anunciar","futuro","él, ella","","anunciará","0"
"anunciar","futuro","nosotros, nosotras","","anunciaremos","0"
"anunciar","futuro","vosotros, vosotras","","anunciaréis","0"
"anunciar","futuro","ellos, ellas","","anunciarán","0"
"anunciar","condicional","tú","","anunciarías","0"
"anunciar","condicional","él, ella","","anunciaría","0"
"anunciar","condicional","nosotros, nosotras","","anunciaríamos","0"
"anunciar","condicional","vosotros, vosotras","","anunciaríais","0"
"anunciar","condicional","ellos, ellas","","anunciarían","0"
"anunciar","subjuntivo presente","tú","","anuncies","0"
"anunciar","subjuntivo presente","él, ella","","anuncie","0"
"anunciar","subjuntivo presente","nosotros, nosotras","","anunciemos","0"
"anunciar","subjuntivo presente","vosotros, vosotras","","anunciéis","0"
"anunciar","subjuntivo presente","ellos, ellas","","anuncien","0"
"anunciar","subjuntivo pretérito","tú","variante ‘ra’","anunciaras","0"
"anunciar","subjuntivo pretérito","tú","variante ‘se’","anunciases","0"
"anunciar","subjuntivo pretérito","él, ella","variante ‘ra’","anunciara","0"
"anunciar","subjuntivo pretérito","él, ella","variante ‘se’","anunciase","0"
"anunciar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","anunciáramos","0"
"anunciar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","anunciásemos","0"
"anunciar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","anunciarais","0"
"anunciar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","anunciaseis","0"
"anunciar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","anunciaran","0"
"anunciar","subjuntivo pretérito","ellos, ellas","variante ‘se’","anunciasen","0"
"anunciar","subjuntivo futuro","tú","","anunciares","0"
"anunciar","subjuntivo futuro","él, ella","","anunciare","0"
"anunciar","subjuntivo futuro","nosotros, nosotras","","anunciáremos","0"
"anunciar","subjuntivo futuro","vosotros, vosotras","","anunciareis","0"
"anunciar","subjuntivo futuro","ellos, ellas","","anunciaren","0"
"anunciar","imperativo","tú","","anuncia","0"
"anunciar","imperativo","vos","","anunciá","0"
"anunciar","imperativo","usted","","anuncie","0"
"anunciar","imperativo","vosotros, vosotras","","anunciad","0"
"anunciar","imperativo","ustedes","","anuncien","0"
"conseguir","infinitivo","impersonal","","conseguir","0"
"conseguir","gerundio","impersonal","","consiguiendo","0"
"conseguir","participio","impersonal","","conseguido","0"
"conseguir","presente","yo","","consigo","0"
"conseguir","presente","tú","","consigues","0"
"conseguir","presente","vos","","conseguís","0"
"conseguir","presente","él, ella","","consigue","0"
"conseguir","presente","nosotros, nosotras","","conseguimos","0"
"conseguir","presente","vosotros, vosotras","","conseguís","0"
"conseguir","presente","ellos, ellas","","consiguen","0"
"conseguir","imperfecto","tú","","conseguías","0"
"conseguir","imperfecto","él, ella","","conseguía","0"
"conseguir","imperfecto","nosotros, nosotras","","conseguíamos","0"
"conseguir","imperfecto","vosotros, vosotras","","conseguíais","0"
"conseguir","imperfecto","ellos, ellas","","conseguían","0"
"conseguir","pretérito","yo","","conseguí","0"
"conseguir","pretérito","tú","","conseguiste","0"
"conseguir","pretérito","él, ella","","consiguió","0"
"conseguir","pretérito","nosotros, nosotras","","conseguimos","0"
"conseguir","pretérito","vosotros, vosotras","","conseguisteis","0"
"conseguir","pretérito","ellos, ellas","","consiguieron","0"
"conseguir","futuro","yo","","conseguiré","0"
"conseguir","futuro","tú","","conseguirás","0"
"conseguir","futuro","él, ella","","conseguirá","0"
"conseguir","futuro","nosotros, nosotras","","conseguiremos","0"
"conseguir","futuro","vosotros, vosotras","","conseguiréis","0"
"conseguir","futuro","ellos, ellas","","conseguirán","0"
"conseguir","condicional","tú","","conseguirías","0"
"conseguir","condicional","él, ella","","conseguiría","0"
"conseguir","condicional","nosotros, nosotras","","conseguiríamos","0"
"conseguir","condicional","vosotros, vosotras","","conseguiríais","0"
"conseguir","condicional","ellos, ellas","","conseguirían","0"
"conseguir","subjuntivo presente","tú","","consigas","0"
"conseguir","subjuntivo presente","él, ella","","consiga","0"
"conseguir","subjuntivo presente","nosotros, nosotras","","consigamos","0"
"conseguir","subjuntivo presente","vosotros, vosotras","","consigáis","0"
"conseguir","subjuntivo presente","ellos, ellas","","consigan","0"
"conseguir","subjuntivo pretérito","tú","variante ‘ra’","consiguieras","0"
"conseguir","subjuntivo pretérito","tú","variante ‘se’","consiguieses","0"
"conseguir","subjuntivo pretérito","él, ella","variante ‘ra’","consiguiera","0"
"conseguir","subjuntivo pretérito","él, ella","variante ‘se’","consiguiese","0"
"conseguir","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","consiguiéramos","0"
"conseguir","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","consiguiésemos","0"
"conseguir","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","consiguierais","0"
"conseguir","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","consiguieseis","0"
"conseguir","subjuntivo pretérito","ellos, ellas","variante ‘ra’","consiguieran","0"
"conseguir","subjuntivo pretérito","ellos, ellas","variante ‘se’","consiguiesen","0"
"conseguir","subjuntivo futuro","tú","","consiguieres","0"
"conseguir","subjuntivo futuro","él, ella","","consiguiere","0"
"conseguir","subjuntivo futuro","nosotros, nosotras","","consiguiéremos","0"
"conseguir","subjuntivo futuro","vosotros, vosotras","","consiguiereis","0"
"conseguir","subjuntivo futuro","ellos, ellas","","consiguieren","0"
"conseguir","imperativo","tú","","consigue","0"
"conseguir","imperativo","vos","","conseguí","0"
"conseguir","imperativo","usted","","consiga","0"
"conseguir","imperativo","vosotros, vosotras","","conseguid","0"
"conseguir","imperativo","ustedes","","consigan","0"
"agregar","infinitivo","impersonal","","agregar","0"
"agregar","gerundio","impersonal","","agregando","0"
"agregar","participio","impersonal","","agregado","0"
"agregar","presente","yo","","agrego","0"
"agregar","presente","tú","","agregas","0"
"agregar","presente","vos","","agregás","0"
"agregar","presente","él, ella","","agrega","0"
"agregar","presente","nosotros, nosotras","","agregamos","0"
"agregar","presente","vosotros, vosotras","","agregáis","0"
"agregar","presente","ellos, ellas","","agregan","0"
"agregar","imperfecto","tú","","agregabas","0"
"agregar","imperfecto","él, ella","","agregaba","0"
"agregar","imperfecto","nosotros, nosotras","","agregábamos","0"
"agregar","imperfecto","vosotros, vosotras","","agregabais","0"
"agregar","imperfecto","ellos, ellas","","agregaban","0"
"agregar","pretérito","yo","","agregué","0"
"agregar","pretérito","tú","","agregaste","0"
"agregar","pretérito","él, ella","","agregó","0"
"agregar","pretérito","nosotros, nosotras","","agregamos","0"
"agregar","pretérito","vosotros, vosotras","","agregasteis","0"
"agregar","pretérito","ellos, ellas","","agregaron","0"
"agregar","futuro","yo","","agregaré","0"
"agregar","futuro","tú","","agregarás","0"
"agregar","futuro","él, ella","","agregará","0"
"agregar","futuro","nosotros, nosotras","","agregaremos","0"
"agregar","futuro","vosotros, vosotras","","agregaréis","0"
"agregar","futuro","ellos, ellas","","agregarán","0"
"agregar","condicional","tú","","agregarías","0"
"agregar","condicional","él, ella","","agregaría","0"
"agregar","condicional","nosotros, nosotras","","agregaríamos","0"
"agregar","condicional","vosotros, vosotras","","agregaríais","0"
"agregar","condicional","ellos, ellas","","agregarían","0"
"agregar","subjuntivo presente","tú","","agregues","0"
"agregar","subjuntivo presente","él, ella","","agregue","0"
"agregar","subjuntivo presente","nosotros, nosotras","","agreguemos","0"
"agregar","subjuntivo presente","vosotros, vosotras","","agreguéis","0"
"agregar","subjuntivo presente","ellos, ellas","","agreguen","0"
"agregar","subjuntivo pretérito","tú","variante ‘ra’","agregaras","0"
"agregar","subjuntivo pretérito","tú","variante ‘se’","agregases","0"
"agregar","subjuntivo pretérito","él, ella","variante ‘ra’","agregara","0"
"agregar","subjuntivo pretérito","él, ella","variante ‘se’","agregase","0"
"agregar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","agregáramos","0"
"agregar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","agregásemos","0"
"agregar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","agregarais","0"
"agregar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","agregaseis","0"
"agregar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","agregaran","0"
"agregar","subjuntivo pretérito","ellos, ellas","variante ‘se’","agregasen","0"
"agregar","subjuntivo futuro","tú","","agregares","0"
"agregar","subjuntivo futuro","él, ella","","agregare","0"
"agregar","subjuntivo futuro","nosotros, nosotras","","agregáremos","0"
"agregar","subjuntivo futuro","vosotros, vosotras","","agregareis","0"
"agregar","subjuntivo futuro","ellos, ellas","","agregaren","0"
"agregar","imperativo","tú","","agrega","0"
"agregar","imperativo","vos","","agregá","0"
"agregar","imperativo","usted","","agregue","0"
"agregar","imperativo","vosotros, vosotras","","agregad","0"
"agregar","imperativo","ustedes","","agreguen","0"
"iniciar","infinitivo","impersonal","","iniciar","0"
"iniciar","gerundio","impersonal","","iniciando","0"
"iniciar","participio","impersonal","","iniciado","0"
"iniciar","presente","yo","","inicio","0"
"iniciar","presente","tú","","inicias","0"
"iniciar","presente","vos","","iniciás","0"
"iniciar","presente","él, ella","","inicia","0"
"iniciar","presente","nosotros, nosotras","","iniciamos","0"
"iniciar","presente","vosotros, vosotras","","iniciáis","0"
"iniciar","presente","ellos, ellas","","inician","0"
"iniciar","imperfecto","tú","","iniciabas","0"
"iniciar","imperfecto","él, ella","","iniciaba","0"
"iniciar","imperfecto","nosotros, nosotras","","iniciábamos","0"
"iniciar","imperfecto","vosotros, vosotras","","iniciabais","0"
"iniciar","imperfecto","ellos, ellas","","iniciaban","0"
"iniciar","pretérito","yo","","inicié","0"
"iniciar","pretérito","tú","","iniciaste","0"
"iniciar","pretérito","él, ella","","inició","0"
"iniciar","pretérito","nosotros, nosotras","","iniciamos","0"
"iniciar","pretérito","vosotros, vosotras","","iniciasteis","0"
"iniciar","pretérito","ellos, ellas","","iniciaron","0"
"iniciar","futuro","yo","","iniciaré","0"
"iniciar","futuro","tú","","iniciarás","0"
"iniciar","futuro","él, ella","","iniciará","0"
"iniciar","futuro","nosotros, nosotras","","iniciaremos","0"
"iniciar","futuro","vosotros, vosotras","","iniciaréis","0"
"iniciar","futuro","ellos, ellas","","iniciarán","0"
"iniciar","condicional","tú","","iniciarías","0"
"iniciar","condicional","él, ella","","iniciaría","0"
"iniciar","condicional","nosotros, nosotras","","iniciaríamos","0"
"iniciar","condicional","vosotros, vosotras","","iniciaríais","0"
"iniciar","condicional","ellos, ellas","","iniciarían","0"
"iniciar","subjuntivo presente","tú","","inicies","0"
"iniciar","subjuntivo presente","él, ella","","inicie","0"
"iniciar","subjuntivo presente","nosotros, nosotras","","iniciemos","0"
"iniciar","subjuntivo presente","vosotros, vosotras","","iniciéis","0"
"iniciar","subjuntivo presente","ellos, ellas","","inicien","0"
"iniciar","subjuntivo pretérito","tú","variante ‘ra’","iniciaras","0"
"iniciar","subjuntivo pretérito","tú","variante ‘se’","iniciases","0"
"iniciar","subjuntivo pretérito","él, ella","variante ‘ra’","iniciara","0"
"iniciar","subjuntivo pretérito","él, ella","variante ‘se’","iniciase","0"
"iniciar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","iniciáramos","0"
"iniciar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","iniciásemos","0"
"iniciar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","iniciarais","0"
"iniciar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","iniciaseis","0"
"iniciar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","iniciaran","0"
"iniciar","subjuntivo pretérito","ellos, ellas","variante ‘se’","iniciasen","0"
"iniciar","subjuntivo futuro","tú","","iniciares","0"
"iniciar","subjuntivo futuro","él, ella","","iniciare","0"
"iniciar","subjuntivo futuro","nosotros, nosotras","","iniciáremos","0"
"iniciar","subjuntivo futuro","vosotros, vosotras","","iniciareis","0"
"iniciar","subjuntivo futuro","ellos, ellas","","iniciaren","0"
"iniciar","imperativo","tú","","inicia","0"
"iniciar","imperativo","vos","","iniciá","0"
"iniciar","imperativo","usted","","inicie","0"
"iniciar","imperativo","vosotros, vosotras","","iniciad","0"
"iniciar","imperativo","ustedes","","inicien","0"
"publicar","infinitivo","impersonal","","publicar","0"
"publicar","gerundio","impersonal","","publicando","0"
"publicar","participio","impersonal","","publicado","0"
"publicar","presente","yo","","publico","0"
"publicar","presente","tú","","publicas","0"
"publicar","presente","vos","","publicás","0"
"publicar","presente","él, ella","","publica","0"
"publicar","presente","nosotros, nosotras","","publicamos","0"
"publicar","presente","vosotros, vosotras","","publicáis","0"
"publicar","presente","ellos, ellas","","publican","0"
"publicar","imperfecto","tú","","publicabas","0"
"publicar","imperfecto","él, ella","","publicaba","0"
"publicar","imperfecto","nosotros, nosotras","","publicábamos","0"
"publicar","imperfecto","vosotros, vosotras","","publicabais","0"
"publicar","imperfecto","ellos, ellas","","publicaban","0"
"publicar","pretérito","yo","","publiqué","0"
"publicar","pretérito","tú","","publicaste","0"
"publicar","pretérito","él, ella","","publicó","0"
"publicar","pretérito","nosotros, nosotras","","publicamos","0"
"publicar","pretérito","vosotros, vosotras","","publicasteis","0"
"publicar","pretérito","ellos, ellas","","publicaron","0"
"publicar","futuro","yo","","publicaré","0"
"publicar","futuro","tú","","publicarás","0"
"publicar","futuro","él, ella","","publicará","0"
"publicar","futuro","nosotros, nosotras","","publicaremos","0"
"publicar","futuro","vosotros, vosotras","","publicaréis","0"
"publicar","futuro","ellos, ellas","","publicarán","0"
"publicar","condicional","tú","","publicarías","0"
"publicar","condicional","él, ella","","publicaría","0"
"publicar","condicional","nosotros, nosotras","","publicaríamos","0"
"publicar","condicional","vosotros, vosotras","","publicaríais","0"
"publicar","condicional","ellos, ellas","","publicarían","0"
"publicar","subjuntivo presente","tú","","publiques","0"
"publicar","subjuntivo presente","él, ella","","publique","0"
"publicar","subjuntivo presente","nosotros, nosotras","","publiquemos","0"
"publicar","subjuntivo presente","vosotros, vosotras","","publiquéis","0"
"publicar","subjuntivo presente","ellos, ellas","","publiquen","0"
"publicar","subjuntivo pretérito","tú","variante ‘ra’","publicaras","0"
"publicar","subjuntivo pretérito","tú","variante ‘se’","publicases","0"
"publicar","subjuntivo pretérito","él, ella","variante ‘ra’","publicara","0"
"publicar","subjuntivo pretérito","él, ella","variante ‘se’","publicase","0"
"publicar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","publicáramos","0"
"publicar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","publicásemos","0"
"publicar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","publicarais","0"
"publicar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","publicaseis","0"
"publicar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","publicaran","0"
"publicar","subjuntivo pretérito","ellos, ellas","variante ‘se’","publicasen","0"
"publicar","subjuntivo futuro","tú","","publicares","0"
"publicar","subjuntivo futuro","él, ella","","publicare","0"
"publicar","subjuntivo futuro","nosotros, nosotras","","publicáremos","0"
"publicar","subjuntivo futuro","vosotros, vosotras","","publicareis","0"
"publicar","subjuntivo futuro","ellos, ellas","","publicaren","0"
"publicar","imperativo","tú","","publica","0"
"publicar","imperativo","vos","","publicá","0"
"publicar","imperativo","usted","","publique","0"
"publicar","imperativo","vosotros, vosotras","","publicad","0"
"publicar","imperativo","ustedes","","publiquen","0"
"pagar","infinitivo","impersonal","","pagar","0"
"pagar","gerundio","impersonal","","pagando","0"
"pagar","participio","impersonal","","pagado","0"
"pagar","presente","yo","","pago","0"
"pagar","presente","tú","","pagas","0"
"pagar","presente","vos","","pagás","0"
"pagar","presente","él, ella","","paga","0"
"pagar","presente","nosotros, nosotras","","pagamos","0"
"pagar","presente","vosotros, vosotras","","pagáis","0"
"pagar","presente","ellos, ellas","","pagan","0"
"pagar","imperfecto","tú","","pagabas","0"
"pagar","imperfecto","él, ella","","pagaba","0"
"pagar","imperfecto","nosotros, nosotras","","pagábamos","0"
"pagar","imperfecto","vosotros, vosotras","","pagabais","0"
"pagar","imperfecto","ellos, ellas","","pagaban","0"
"pagar","pretérito","yo","","pagué","0"
"pagar","pretérito","tú","","pagaste","0"
"pagar","pretérito","él, ella","","pagó","0"
"pagar","pretérito","nosotros, nosotras","","pagamos","0"
"pagar","pretérito","vosotros, vosotras","","pagasteis","0"
"pagar","pretérito","ellos, ellas","","pagaron","0"
"pagar","futuro","yo","","pagaré","0"
"pagar","futuro","tú","","pagarás","0"
"pagar","futuro","él, ella","","pagará","0"
"pagar","futuro","nosotros, nosotras","","pagaremos","0"
"pagar","futuro","vosotros, vosotras","","pagaréis","0"
"pagar","futuro","ellos, ellas","","pagarán","0"
"pagar","condicional","tú","","pagarías","0"
"pagar","condicional","él, ella","","pagaría","0"
"pagar","condicional","nosotros, nosotras","","pagaríamos","0"
"pagar","condicional","vosotros, vosotras","","pagaríais","0"
"pagar","condicional","ellos, ellas","","pagarían","0"
"pagar","subjuntivo presente","tú","","pagues","0"
"pagar","subjuntivo presente","él, ella","","pague","0"
"pagar","subjuntivo presente","nosotros, nosotras","","paguemos","0"
"pagar","subjuntivo presente","vosotros, vosotras","","paguéis","0"
"pagar","subjuntivo presente","ellos, ellas","","paguen","0"
"pagar","subjuntivo pretérito","tú","variante ‘ra’","pagaras","0"
"pagar","subjuntivo pretérito","tú","variante ‘se’","pagases","0"
"pagar","subjuntivo pretérito","él, ella","variante ‘ra’","pagara","0"
"pagar","subjuntivo pretérito","él, ella","variante ‘se’","pagase","0"
