"lemma","tense","subject","variant","form","preference"
"ser","infinitivo","impersonal","","ser","0"
"ser","gerundio","impersonal","","siendo","0"
"ser","participio","impersonal","","sido","0"
"ser","presente","yo","","soy","0"
"ser","presente","tú","","eres","0"
"ser","presente","vos","","sos","0"
"ser","presente","él, ella","","es","0"
"ser","presente","nosotros, nosotras","","somos","0"
"ser","presente","vosotros, vosotras","","sois","0"
"ser","presente","ellos, ellas","","son","0"
"ser","imperfecto","tú","","eras","0"
"ser","imperfecto","él, ella","","era","0"
"ser","imperfecto","nosotros, nosotras","","éramos","0"
"ser","imperfecto","vosotros, vosotras","","erais","0"
"ser","imperfecto","ellos, ellas","","eran","0"
"ser","pretérito","yo","","fui","0"
"ser","pretérito","tú","","fuiste","0"
"ser","pretérito","él, ella","","fue","0"
"ser","pretérito","nosotros, nosotras","","fuimos","0"
"ser","pretérito","vosotros, vosotras","","fuisteis","0"
"ser","pretérito","ellos, ellas","","fueron","0"
"ser","futuro","yo","","seré","0"
"ser","futuro","tú","","serás","0"
"ser","futuro","él, ella","","será","0"
"ser","futuro","nosotros, nosotras","","seremos","0"
"ser","futuro","vosotros, vosotras","","seréis","0"
"ser","futuro","ellos, ellas","","serán","0"
"ser","condicional","tú","","serías","0"
"ser","condicional","él, ella","","sería","0"
"ser","condicional","nosotros, nosotras","","seríamos","0"
"ser","condicional","vosotros, vosotras","","seríais","0"
"ser","condicional","ellos, ellas","","serían","0"
"ser","subjuntivo presente","tú","","seas","0"
"ser","subjuntivo presente","él, ella","","sea","0"
"ser","subjuntivo presente","nosotros, nosotras","","seamos","0"
"ser","subjuntivo presente","vosotros, vosotras","","seáis","0"
"ser","subjuntivo presente","ellos, ellas","","sean","0"
"ser","subjuntivo pretérito","tú","variante ‘ra’","fueras","0"
"ser","subjuntivo pretérito","tú","variante ‘se’","fueses","0"
"ser","subjuntivo pretérito","él, ella","variante ‘ra’","fuera","0"
"ser","subjuntivo pretérito","él, ella","variante ‘se’","fuese","0"
"ser","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","fuéramos","0"
"ser","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","fuésemos","0"
"ser","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","fuerais","0"
"ser","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","fueseis","0"
"ser","subjuntivo pretérito","ellos, ellas","variante ‘ra’","fueran","0"
"ser","subjuntivo pretérito","ellos, ellas","variante ‘se’","fuesen","0"
"ser","subjuntivo futuro","tú","","fueres","0"
"ser","subjuntivo futuro","él, ella","","fuere","0"
"ser","subjuntivo futuro","nosotros, nosotras","","fuéremos","0"
"ser","subjuntivo futuro","vosotros, vosotras","","fuereis","0"
"ser","subjuntivo futuro","ellos, ellas","","fueren","0"
"ser","imperativo","tú","","sé","0"
"ser","imperativo","vos","","sé","0"
"ser","imperativo","usted","","sea","0"
"ser","imperativo","vosotros, vosotras","","sed","0"
"ser","imperativo","ustedes","","sean","0"
"tener","infinitivo","impersonal","","tener","0"
"tener","gerundio","impersonal","","teniendo","0"
"tener","participio","impersonal","","tenido","0"
"tener","presente","yo","","tengo","0"
"tener","presente","tú","","tienes","0"
"tener","presente","vos","","tenés","0"
"tener","presente","él, ella","","tiene","0"
"tener","presente","nosotros, nosotras","","tenemos","0"
"tener","presente","vosotros, vosotras","","tenéis","0"
"tener","presente","ellos, ellas","","tienen","0"
"tener","imperfecto","tú","","tenías","0"
"tener","imperfecto","él, ella","","tenía","0"
"tener","imperfecto","nosotros, nosotras","","teníamos","0"
"tener","imperfecto","vosotros, vosotras","","teníais","0"
"tener","imperfecto","ellos, ellas","","tenían","0"
"tener","pretérito","yo","","tuve","0"
"tener","pretérito","tú","","tuviste","0"
"tener","pretérito","él, ella","","tuvo","0"
"tener","pretérito","nosotros, nosotras","","tuvimos","0"
"tener","pretérito","vosotros, vosotras","","tuvisteis","0"
"tener","pretérito","ellos, ellas","","tuvieron","0"
"tener","futuro","yo","","tendré","0"
"tener","futuro","tú","","tendrás","0"
"tener","futuro","él, ella","","tendrá","0"
"tener","futuro","nosotros, nosotras","","tendremos","0"
"tener","futuro","vosotros, vosotras","","tendréis","0"
"tener","futuro","ellos, ellas","","tendrán","0"
"tener","condicional","tú","","tendrías","0"
"tener","condicional","él, ella","","tendría","0"
"tener","condicional","nosotros, nosotras","","tendríamos","0"
"tener","condicional","vosotros, vosotras","","tendríais","0"
"tener","condicional","ellos, ellas","","tendrían","0"
"tener","subjuntivo presente","tú","","tengas","0"
"tener","subjuntivo presente","él, ella","","tenga","0"
"tener","subjuntivo presente","nosotros, nosotras","","tengamos","0"
"tener","subjuntivo presente","vosotros, vosotras","","tengáis","0"
"tener","subjuntivo presente","ellos, ellas","","tengan","0"
"tener","subjuntivo pretérito","tú","variante ‘ra’","tuvieras","0"
"tener","subjuntivo pretérito","tú","variante ‘se’","tuvieses","0"
"tener","subjuntivo pretérito","él, ella","variante ‘ra’","tuviera","0"
"tener","subjuntivo pretérito","él, ella","variante ‘se’","tuviese","0"
"tener","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","tuviéramos","0"
"tener","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","tuviésemos","0"
"tener","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","tuvierais","0"
"tener","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","tuvieseis","0"
"tener","subjuntivo pretérito","ellos, ellas","variante ‘ra’","tuvieran","0"
"tener","subjuntivo pretérito","ellos, ellas","variante ‘se’","tuviesen","0"
"tener","subjuntivo futuro","tú","","tuvieres","0"
"tener","subjuntivo futuro","él, ella","","tuviere","0"
"tener","subjuntivo futuro","nosotros, nosotras","","tuviéremos","0"
"tener","subjuntivo futuro","vosotros, vosotras","","tuviereis","0"
"tener","subjuntivo futuro","ellos, ellas","","tuvieren","0"
"tener","imperativo","tú","","ten","0"
"tener","imperativo","vos","","tené","0"
"tener","imperativo","usted","","tenga","0"
"tener","imperativo","vosotros, vosotras","","tened","0"
"tener","imperativo","ustedes","","tengan","0"
"estar","infinitivo","impersonal","","estar","0"
"estar","gerundio","impersonal","","estando","0"
"estar","participio","impersonal","","estado","0"
"estar","presente","yo","","estoy","0"
"estar","presente","tú","","estás","0"
"estar","presente","vos","","estás","0"
"estar","presente","él, ella","","está","0"
"estar","presente","nosotros, nosotras","","estamos","0"
"estar","presente","vosotros, vosotras","","estáis","0"
"estar","presente","ellos, ellas","","están","0"
"estar","imperfecto","tú","","estabas","0"
"estar","imperfecto","él, ella","","estaba","0"
"estar","imperfecto","nosotros, nosotras","","estábamos","0"
"estar","imperfecto","vosotros, vosotras","","estabais","0"
"estar","imperfecto","ellos, ellas","","estaban","0"
"estar","pretérito","yo","","estuve","0"
"estar","pretérito","tú","","estuviste","0"
"estar","pretérito","él, ella","","estuvo","0"
"estar","pretérito","nosotros, nosotras","","estuvimos","0"
"estar","pretérito","vosotros, vosotras","","estuvisteis","0"
"estar","pretérito","ellos, ellas","","estuvieron","0"
"estar","futuro","yo","","estaré","0"
"estar","futuro","tú","","estarás","0"
"estar","futuro","él, ella","","estará","0"
"estar","futuro","nosotros, nosotras","","estaremos","0"
"estar","futuro","vosotros, vosotras","","estaréis","0"
"estar","futuro","ellos, ellas","","estarán","0"
"estar","condicional","tú","","estarías","0"
"estar","condicional","él, ella","","estaría","0"
"estar","condicional","nosotros, nosotras","","estaríamos","0"
"estar","condicional","vosotros, vosotras","","estaríais","0"
"estar","condicional","ellos, ellas","","estarían","0"
"estar","subjuntivo presente","tú","","estés","0"
"estar","subjuntivo presente","él, ella","","esté","0"
"estar","subjuntivo presente","nosotros, nosotras","","estemos","0"
"estar","subjuntivo presente","vosotros, vosotras","","estéis","0"
"estar","subjuntivo presente","ellos, ellas","","estén","0"
"estar","subjuntivo pretérito","tú","variante ‘ra’","estuvieras","0"
"estar","subjuntivo pretérito","tú","variante ‘se’","estuvieses","0"
"estar","subjuntivo pretérito","él, ella","variante ‘ra’","estuviera","0"
"estar","subjuntivo pretérito","él, ella","variante ‘se’","estuviese","0"
"estar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","estuviéramos","0"
"estar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","estuviésemos","0"
"estar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","estuvierais","0"
"estar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","estuvieseis","0"
"estar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","estuvieran","0"
"estar","subjuntivo pretérito","ellos, ellas","variante ‘se’","estuviesen","0"
"estar","subjuntivo futuro","tú","","estuvieres","0"
"estar","subjuntivo futuro","él, ella","","estuviere","0"
"estar","subjuntivo futuro","nosotros, nosotras","","estuviéremos","0"
"estar","subjuntivo futuro","vosotros, vosotras","","estuviereis","0"
"estar","subjuntivo futuro","ellos, ellas","","estuvieren","0"
"estar","imperativo","tú","","está","0"
"estar","imperativo","vos","","está","0"
"estar","imperativo","usted","","esté","0"
"estar","imperativo","vosotros, vosotras","","estad","0"
"estar","imperativo","ustedes","","estén","0"
"poder","infinitivo","impersonal","","poder","0"
"poder","gerundio","impersonal","","pudiendo","0"
"poder","participio","impersonal","","podido","0"
"poder","presente","yo","","puedo","0"
"poder","presente","tú","","puedes","0"
"poder","presente","vos","","podés","0"
"poder","presente","él, ella","","puede","0"
"poder","presente","nosotros, nosotras","","podemos","0"
"poder","presente","vosotros, vosotras","","podéis","0"
"poder","presente","ellos, ellas","","pueden","0"
"poder","imperfecto","tú","","podías","0"
"poder","imperfecto","él, ella","","podía","0"
"poder","imperfecto","nosotros, nosotras","","podíamos","0"
"poder","imperfecto","vosotros, vosotras","","podíais","0"
"poder","imperfecto","ellos, ellas","","podían","0"
"poder","pretérito","yo","","pude","0"
"poder","pretérito","tú","","pudiste","0"
"poder","pretérito","él, ella","","pudo","0"
"poder","pretérito","nosotros, nosotras","","pudimos","0"
"poder","pretérito","vosotros, vosotras","","pudisteis","0"
"poder","pretérito","ellos, ellas","","pudieron","0"
"poder","futuro","yo","","podré","0"
"poder","futuro","tú","","podrás","0"
"poder","futuro","él, ella","","podrá","0"
"poder","futuro","nosotros, nosotras","","podremos","0"
"poder","futuro","vosotros, vosotras","","podréis","0"
"poder","futuro","ellos, ellas","","podrán","0"
"poder","condicional","tú","","podrías","0"
"poder","condicional","él, ella","","podría","0"
"poder","condicional","nosotros, nosotras","","podríamos","0"
"poder","condicional","vosotros, vosotras","","podríais","0"
"poder","condicional","ellos, ellas","","podrían","0"
"poder","subjuntivo presente","tú","","puedas","0"
"poder","subjuntivo presente","él, ella","","pueda","0"
"poder","subjuntivo presente","nosotros, nosotras","","podamos","0"
"poder","subjuntivo presente","vosotros, vosotras","","podáis","0"
"poder","subjuntivo presente","ellos, ellas","","puedan","0"
"poder","subjuntivo pretérito","tú","variante ‘ra’","pudieras","0"
"poder","subjuntivo pretérito","tú","variante ‘se’","pudieses","0"
"poder","subjuntivo pretérito","él, ella","variante ‘ra’","pudiera","0"
"poder","subjuntivo pretérito","él, ella","variante ‘se’","pudiese","0"
"poder","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","pudiéramos","0"
"poder","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","pudiésemos","0"
"poder","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","pudierais","0"
"poder","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","pudieseis","0"
"poder","subjuntivo pretérito","ellos, ellas","variante ‘ra’","pudieran","0"
"poder","subjuntivo pretérito","ellos, ellas","variante ‘se’","pudiesen","0"
"poder","subjuntivo futuro","tú","","pudieres","0"
"poder","subjuntivo futuro","él, ella","","pudiere","0"
"poder","subjuntivo futuro","nosotros, nosotras","","pudiéremos","0"
"poder","subjuntivo futuro","vosotros, vosotras","","pudiereis","0"
"poder","subjuntivo futuro","ellos, ellas","","pudieren","0"
"poder","imperativo","tú","","puede","0"
"poder","imperativo","vos","","podé","0"
"poder","imperativo","usted","","pueda","0"
"poder","imperativo","vosotros, vosotras","","poded","0"
"poder","imperativo","ustedes","","puedan","0"
"hacer","infinitivo","impersonal","","hacer","0"
"hacer","gerundio","impersonal","","haciendo","0"
"hacer","participio","impersonal","","hecho","0"
"hacer","presente","yo","","hago","0"
"hacer","presente","tú","","haces","0"
"hacer","presente","vos","","hacés","0"
"hacer","presente","él, ella","","hace","0"
"hacer","presente","nosotros, nosotras","","hacemos","0"
"hacer","presente","vosotros, vosotras","","hacéis","0"
"hacer","presente","ellos, ellas","","hacen","0"
"hacer","imperfecto","tú","","hacías","0"
"hacer","imperfecto","él, ella","","hacía","0"
"hacer","imperfecto","nosotros, nosotras","","hacíamos","0"
"hacer","imperfecto","vosotros, vosotras","","hacíais","0"
"hacer","imperfecto","ellos, ellas","","hacían","0"
"hacer","pretérito","yo","","hice","0"
"hacer","pretérito","tú","","hiciste","0"
"hacer","pretérito","él, ella","","hizo","0"
"hacer","pretérito","nosotros, nosotras","","hicimos","0"
"hacer","pretérito","vosotros, vosotras","","hicisteis","0"
"hacer","pretérito","ellos, ellas","","hicieron","0"
"hacer","futuro","yo","","haré","0"
"hacer","futuro","tú","","harás","0"
"hacer","futuro","él, ella","","hará","0"
"hacer","futuro","nosotros, nosotras","","haremos","0"
"hacer","futuro","vosotros, vosotras","","haréis","0"
"hacer","futuro","ellos, ellas","","harán","0"
"hacer","condicional","tú","","harías","0"
"hacer","condicional","él, ella","","haría","0"
"hacer","condicional","nosotros, nosotras","","haríamos","0"
"hacer","condicional","vosotros, vosotras","","haríais","0"
"hacer","condicional","ellos, ellas","","harían","0"
"hacer","subjuntivo presente","tú","","hagas","0"
"hacer","subjuntivo presente","él, ella","","haga","0"
"hacer","subjuntivo presente","nosotros, nosotras","","hagamos","0"
"hacer","subjuntivo presente","vosotros, vosotras","","hagáis","0"
"hacer","subjuntivo presente","ellos, ellas","","hagan","0"
"hacer","subjuntivo pretérito","tú","variante ‘ra’","hicieras","0"
"hacer","subjuntivo pretérito","tú","variante ‘se’","hicieses","0"
"hacer","subjuntivo pretérito","él, ella","variante ‘ra’","hiciera","0"
"hacer","subjuntivo pretérito","él, ella","variante ‘se’","hiciese","0"
"hacer","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","hiciéramos","0"
"hacer","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","hiciésemos","0"
"hacer","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","hicierais","0"
"hacer","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","hicieseis","0"
"hacer","subjuntivo pretérito","ellos, ellas","variante ‘ra’","hicieran","0"
"hacer","subjuntivo pretérito","ellos, ellas","variante ‘se’","hiciesen","0"
"hacer","subjuntivo futuro","tú","","hicieres","0"
"hacer","subjuntivo futuro","él, ella","","hiciere","0"
"hacer","subjuntivo futuro","nosotros, nosotras","","hiciéremos","0"
"hacer","subjuntivo futuro","vosotros, vosotras","","hiciereis","0"
"hacer","subjuntivo futuro","ellos, ellas","","hicieren","0"
"hacer","imperativo","tú","","haz","0"
"hacer","imperativo","vos","","hacé","0"
"hacer","imperativo","usted","","haga","0"
"hacer","imperativo","vosotros, vosotras","","haced","0"
"hacer","imperativo","ustedes","","hagan","0"
"haber","infinitivo","impersonal","","haber","0"
"haber","gerundio","impersonal","","habiendo","0"
"haber","participio","impersonal","","habido","0"
"haber","presente","yo","","he","0"
"haber","presente","tú","","has","0"
"haber","presente","vos","","has","0"
"haber","presente","él, ella","","ha","0"
"haber","presente","nosotros, nosotras","","hemos","0"
"haber","presente","vosotros, vosotras","","habéis","0"
"haber","presente","ellos, ellas","","han","0"
"haber","imperfecto","tú","","habías","0"
"haber","imperfecto","él, ella","","había","0"
"haber","imperfecto","nosotros, nosotras","","habíamos","0"
"haber","imperfecto","vosotros, vosotras","","habíais","0"
"haber","imperfecto","ellos, ellas","","habían","0"
"haber","pretérito","yo","","hube","0"
"haber","pretérito","tú","","hubiste","0"
"haber","pretérito","él, ella","","hubo","0"
"haber","pretérito","nosotros, nosotras","","hubimos","0"
"haber","pretérito","vosotros, vosotras","","hubisteis","0"
"haber","pretérito","ellos, ellas","","hubieron","0"
"haber","futuro","yo","","habré","0"
"haber","futuro","tú","","habrás","0"
"haber","futuro","él, ella","","habrá","0"
"haber","futuro","nosotros, nosotras","","habremos","0"
"haber","futuro","vosotros, vosotras","","habréis","0"
"haber","futuro","ellos, ellas","","habrán","0"
"haber","condicional","tú","","habrías","0"
"haber","condicional","él, ella","","habría","0"
"haber","condicional","nosotros, nosotras","","habríamos","0"
"haber","condicional","vosotros, vosotras","","habríais","0"
"haber","condicional","ellos, ellas","","habrían","0"
"haber","subjuntivo presente","tú","","hayas","0"
"haber","subjuntivo presente","él, ella","","haya","0"
"haber","subjuntivo presente","nosotros, nosotras","","hayamos","0"
"haber","subjuntivo presente","vosotros, vosotras","","hayáis","0"
"haber","subjuntivo presente","ellos, ellas","","hayan","0"
"haber","subjuntivo pretérito","tú","variante ‘ra’","hubieras","0"
"haber","subjuntivo pretérito","tú","variante ‘se’","hubieses","0"
"haber","subjuntivo pretérito","él, ella","variante ‘ra’","hubiera","0"
"haber","subjuntivo pretérito","él, ella","variante ‘se’","hubiese","0"
"haber","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","hubiéramos","0"
"haber","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","hubiésemos","0"
"haber","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","hubierais","0"
"haber","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","hubieseis","0"
"haber","subjuntivo pretérito","ellos, ellas","variante ‘ra’","hubieran","0"
"haber","subjuntivo pretérito","ellos, ellas","variante ‘se’","hubiesen","0"
"haber","subjuntivo futuro","tú","","hubieres","0"
"haber","subjuntivo futuro","él, ella","","hubiere","0"
"haber","subjuntivo futuro","nosotros, nosotras","","hubiéremos","0"
"haber","subjuntivo futuro","vosotros, vosotras","","hubiereis","0"
"haber","subjuntivo futuro","ellos, ellas","","hubieren","0"
"haber","imperativo","tú","","he","0"
"haber","imperativo","tú","","habe","1"
"haber","imperativo","vos","","he","0"
"haber","imperativo","vos","","habe","1"
"haber","imperativo","usted","","haya","0"
"haber","imperativo","vosotros, vosotras","","habed","0"
"haber","imperativo","ustedes","","hayan","0"
"decir","infinitivo","impersonal","","decir","0"
"decir","gerundio","impersonal","","diciendo","0"
"decir","participio","impersonal","","dicho","0"
"decir","presente","yo","","digo","0"
"decir","presente","tú","","dices","0"
"decir","presente","vos","","decís","0"
"decir","presente","él, ella","","dice","0"
"decir","presente","nosotros, nosotras","","decimos","0"
"decir","presente","vosotros, vosotras","","decís","0"
"decir","presente","ellos, ellas","","dicen","0"
"decir","imperfecto","tú","","decías","0"
"decir","imperfecto","él, ella","","decía","0"
"decir","imperfecto","nosotros, nosotras","","decíamos","0"
"decir","imperfecto","vosotros, vosotras","","decíais","0"
"decir","imperfecto","ellos, ellas","","decían","0"
"decir","pretérito","yo","","dije","0"
"decir","pretérito","tú","","dijiste","0"
"decir","pretérito","él, ella","","dijo","0"
"decir","pretérito","nosotros, nosotras","","dijimos","0"
"decir","pretérito","vosotros, vosotras","","dijisteis","0"
"decir","pretérito","ellos, ellas","","dijeron","0"
"decir","futuro","yo","","diré","0"
"decir","futuro","tú","","dirás","0"
"decir","futuro","él, ella","","dirá","0"
"decir","futuro","nosotros, nosotras","","diremos","0"
"decir","futuro","vosotros, vosotras","","diréis","0"
"decir","futuro","ellos, ellas","","dirán","0"
"decir","condicional","tú","","dirías","0"
"decir","condicional","él, ella","","diría","0"
"decir","condicional","nosotros, nosotras","","diríamos","0"
"decir","condicional","vosotros, vosotras","","diríais","0"
"decir","condicional","ellos, ellas","","dirían","0"
"decir","subjuntivo presente","tú","","digas","0"
"decir","subjuntivo presente","él, ella","","diga","0"
"decir","subjuntivo presente","nosotros, nosotras","","digamos","0"
"decir","subjuntivo presente","vosotros, vosotras","","digáis","0"
"decir","subjuntivo presente","ellos, ellas","","digan","0"
"decir","subjuntivo pretérito","tú","variante ‘ra’","dijeras","0"
"decir","subjuntivo pretérito","tú","variante ‘se’","dijeses","0"
"decir","subjuntivo pretérito","él, ella","variante ‘ra’","dijera","0"
"decir","subjuntivo pretérito","él, ella","variante ‘se’","dijese","0"
"decir","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","dijéramos","0"
"decir","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","dijésemos","0"
"decir","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","dijerais","0"
"decir","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","dijeseis","0"
"decir","subjuntivo pretérito","ellos, ellas","variante ‘ra’","dijeran","0"
"decir","subjuntivo pretérito","ellos, ellas","variante ‘se’","dijesen","0"
"decir","subjuntivo futuro","tú","","dijeres","0"
"decir","subjuntivo futuro","él, ella","","dijere","0"
"decir","subjuntivo futuro","nosotros, nosotras","","dijéremos","0"
"decir","subjuntivo futuro","vosotros, vosotras","","dijereis","0"
"decir","subjuntivo futuro","ellos, ellas","","dijeren","0"
"decir","imperativo","tú","","di","0"
"decir","imperativo","vos","","decí","0"
"decir","imperativo","usted","","diga","0"
"decir","imperativo","vosotros, vosotras","","decid","0"
"decir","imperativo","ustedes","","digan","0"
"dar","infinitivo","impersonal","","dar","0"
"dar","gerundio","impersonal","","dando","0"
"dar","participio","impersonal","","dado","0"
"dar","presente","yo","","doy","0"
"dar","presente","tú","","das","0"
"dar","presente","vos","","das","0"
"dar","presente","él, ella","","da","0"
"dar","presente","nosotros, nosotras","","damos","0"
"dar","presente","vosotros, vosotras","","dais","0"
"dar","presente","ellos, ellas","","dan","0"
"dar","imperfecto","tú","","dabas","0"
"dar","imperfecto","él, ella","","daba","0"
"dar","imperfecto","nosotros, nosotras","","dábamos","0"
"dar","imperfecto","vosotros, vosotras","","dabais","0"
"dar","imperfecto","ellos, ellas","","daban","0"
"dar","pretérito","yo","","di","0"
"dar","pretérito","tú","","diste","0"
"dar","pretérito","él, ella","","dio","0"
"dar","pretérito","nosotros, nosotras","","dimos","0"
"dar","pretérito","vosotros, vosotras","","disteis","0"
"dar","pretérito","ellos, ellas","","dieron","0"
"dar","futuro","yo","","daré","0"
"dar","futuro","tú","","darás","0"
"dar","futuro","él, ella","","dará","0"
"dar","futuro","nosotros, nosotras","","daremos","0"
"dar","futuro","vosotros, vosotras","","daréis","0"
"dar","futuro","ellos, ellas","","darán","0"
"dar","condicional","tú","","darías","0"
"dar","condicional","él, ella","","daría","0"
"dar","condicional","nosotros, nosotras","","daríamos","0"
"dar","condicional","vosotros, vosotras","","daríais","0"
"dar","condicional","ellos, ellas","","darían","0"
"dar","subjuntivo presente","tú","","des","0"
"dar","subjuntivo presente","él, ella","","dé","0"
"dar","subjuntivo presente","nosotros, nosotras","","demos","0"
"dar","subjuntivo presente","vosotros, vosotras","","deis","0"
"dar","subjuntivo presente","ellos, ellas","","den","0"
"dar","subjuntivo pretérito","tú","variante ‘ra’","dieras","0"
"dar","subjuntivo pretérito","tú","variante ‘se’","dieses","0"
"dar","subjuntivo pretérito","él, ella","variante ‘ra’","diera","0"
"dar","subjuntivo pretérito","él, ella","variante ‘se’","diese","0"
"dar","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","diéramos","0"
"dar","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","diésemos","0"
"dar","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","dierais","0"
"dar","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","dieseis","0"
"dar","subjuntivo pretérito","ellos, ellas","variante ‘ra’","dieran","0"
"dar","subjuntivo pretérito","ellos, ellas","variante ‘se’","diesen","0"
"dar","subjuntivo futuro","tú","","dieres","0"
"dar","subjuntivo futuro","él, ella","","diere","0"
"dar","subjuntivo futuro","nosotros, nosotras","","diéremos","0"
"dar","subjuntivo futuro","vosotros, vosotras","","diereis","0"
"dar","subjuntivo futuro","ellos, ellas","","dieren","0"
"dar","imperativo","tú","","da","0"
"dar","imperativo","vos","","da","0"
"dar","imperativo","usted","","dé","0"
"dar","imperativo","vosotros, vosotras","","dad","0"
"dar","imperativo","ustedes","","den","0"
"ir","infinitivo","impersonal","","ir","0"
"ir","gerundio","impersonal","","yendo","0"
"ir","participio","impersonal","","ido","0"
"ir","presente","yo","","voy","0"
"ir","presente","tú","","vas","0"
"ir","presente","vos","","vas","0"
"ir","presente","él, ella","","va","0"
"ir","presente","nosotros, nosotras","","vamos","0"
"ir","presente","vosotros, vosotras","","vais","0"
"ir","presente","ellos, ellas","","van","0"
"ir","imperfecto","tú","","ibas","0"
"ir","imperfecto","él, ella","","iba","0"
"ir","imperfecto","nosotros, nosotras","","íbamos","0"
"ir","imperfecto","vosotros, vosotras","","ibais","0"
"ir","imperfecto","ellos, ellas","","iban","0"
"ir","pretérito","yo","","fui","0"
"ir","pretérito","tú","","fuiste","0"
"ir","pretérito","él, ella","","fue","0"
"ir","pretérito","nosotros, nosotras","","fuimos","0"
"ir","pretérito","vosotros, vosotras","","fuisteis","0"
"ir","pretérito","ellos, ellas","","fueron","0"
"ir","futuro","yo","","iré","0"
"ir","futuro","tú","","irás","0"
"ir","futuro","él, ella","","irá","0"
"ir","futuro","nosotros, nosotras","","iremos","0"
"ir","futuro","vosotros, vosotras","","iréis","0"
"ir","futuro","ellos, ellas","","irán","0"
"ir","condicional","tú","","irías","0"
"ir","condicional","él, ella","","iría","0"
"ir","condicional","nosotros, nosotras","","iríamos","0"
"ir","condicional","vosotros, vosotras","","iríais","0"
"ir","condicional","ellos, ellas","","irían","0"
"ir","subjuntivo presente","tú","","vayas","0"
"ir","subjuntivo presente","él, ella","","vaya","0"
"ir","subjuntivo presente","nosotros, nosotras","","vayamos","0"
"ir","subjuntivo presente","vosotros, vosotras","","vayáis","0"
"ir","subjuntivo presente","ellos, ellas","","vayan","0"
"ir","subjuntivo pretérito","tú","variante ‘ra’","fueras","0"
"ir","subjuntivo pretérito","tú","variante ‘se’","fueses","0"
"ir","subjuntivo pretérito","él, ella","variante ‘ra’","fuera","0"
"ir","subjuntivo pretérito","él, ella","variante ‘se’","fuese","0"
"ir","subjuntivo pretérito","nosotros, nosotras","variante ‘ra’","fuéramos","0"
"ir","subjuntivo pretérito","nosotros, nosotras","variante ‘se’","fuésemos","0"
"ir","subjuntivo pretérito","vosotros, vosotras","variante ‘ra’","fuerais","0"
"ir","subjuntivo pretérito","vosotros, vosotras","variante ‘se’","fueseis","0"
"ir","subjuntivo pretérito","ellos, ellas","variante ‘ra’","fueran","0"
"ir","subjuntivo pretérito","ellos, ellas","variante ‘se’","fuesen","0"
"ir","subjuntivo futuro","tú","","fueres","0"
"ir","subjuntivo futuro","él, ella","","fuere","0"
"ir","subjuntivo futuro","nosotros, nosotras","","fuéremos","0"
"ir","subjuntivo futuro","vosotros, vosotras","","fuereis","0"
"ir","subjuntivo futuro","ellos, ellas","","fueren","0"
"ir","imperativo","tú","","ve","0"
"ir","imperativo","vos","","andá","0"
"ir","imperativo","usted","","vaya","0"
"ir","imperativo","vosotros, vosotras","","id","0"
"ir","imperativo","ustedes","","vayan","0"
"deber","infinitivo","impersonal","","deber","0"
"deber","gerundio","impersonal","","debiendo","0"
"deber","participio","impersonal","","debido","0"
"deber","presente","yo","","debo","0"
"deber","presente","tú","","debes","0"
"deber","presente","vos","","debés","0"
"deber","presente","él, ella","","debe","0"
"deber","presente","nosotros, nosotras","","debemos","0"
"deber","presente","vosotros, vosotras","","debéis","0"
"deber","presente","ellos, ellas","","deben","0"
"deber","imperfecto","tú","","debías","0"
"deber","imperfecto","él, ella","","debía","0"
"deber","imperfecto","nosotros, nosotras","","debíamos","0"
